train_loss_step,train_concept_loss_step,train_task_loss_step,epoch,step,val_loss,val_concept_loss,val_task_loss,val_logit_min,val_logit_mean,val_logit_max,val_best_threshold,val_best_mcc,train_loss_epoch,train_concept_loss_epoch,train_task_loss_epoch
,,,11,191,0.6024927496910095,0.15060944855213165,0.5271880626678467,-1.1164021492004395,-1.011915683746338,-0.9459733963012695,0.25,0.03885030746459961,,,
,,,11,191,,,,,,,,,0.7247747182846069,0.26472389698028564,0.5924128293991089
0.5877249836921692,0.23429743945598602,0.4705762565135956,12,199,,,,,,,,,,,
,,,12,207,0.6156122088432312,0.18602770566940308,0.5225983262062073,-1.3068464994430542,-1.161750316619873,-1.0606478452682495,0.10000000149011612,0.0,,,
,,,12,207,,,,,,,,,0.7262383699417114,0.25838702917099,0.5970448851585388
0.542930543422699,0.21590742468833923,0.43497684597969055,13,209,,,,,,,,,,,
0.7760326862335205,0.28530004620552063,0.6333826780319214,13,219,,,,,,,,,,,
,,,13,223,0.5848511457443237,0.14525511860847473,0.5122236013412476,-1.246903657913208,-1.2145406007766724,-1.0920050144195557,0.10000000149011612,0.0,,,
,,,13,223,,,,,,,,,0.7341808676719666,0.2684325575828552,0.5999644994735718
0.8637421131134033,0.23373372852802277,0.7468752264976501,14,229,,,,,,,,,,,
0.814700722694397,0.46276041865348816,0.5833204984664917,14,239,,,,,,,,,,,
,,,14,239,0.6045879125595093,0.188484326004982,0.5103457570075989,-1.2111579179763794,-1.1096709966659546,-1.0161769390106201,0.25,0.36108583211898804,,,
,,,14,239,,,,,,,,,0.7288744449615479,0.26030024886131287,0.5987242460250854
0.7413759231567383,0.2694191634654999,0.6066663265228271,15,249,,,,,,,,,,,
,,,15,255,0.6057488918304443,0.16132424771785736,0.5250867009162903,-1.2810935974121094,-1.146976351737976,-1.1197383403778076,0.10000000149011612,0.0,,,
,,,15,255,,,,,,,,,0.7340646386146545,0.27306535840034485,0.5975319743156433
0.703325092792511,0.27398383617401123,0.5663331747055054,16,259,,,,,,,,,,,
0.795665979385376,0.2461589276790619,0.6725865006446838,16,269,,,,,,,,,,,
,,,16,271,0.6123581528663635,0.1683935523033142,0.5281614065170288,-1.1496152877807617,-0.8982608318328857,-0.7623906135559082,0.30000001192092896,0.2779049873352051,,,
,,,16,271,,,,,,,,,0.7200673222541809,0.2627110183238983,0.5887118577957153
0.49580222368240356,0.18352937698364258,0.4040375351905823,17,279,,,,,,,,,,,
,,,17,287,0.5898560881614685,0.16668157279491425,0.5065153241157532,-1.1756538152694702,-1.1355831623077393,-0.9383280873298645,0.25,0.3847300708293915,,,
,,,17,287,,,,,,,,,0.7348710298538208,0.2673230767250061,0.6012094020843506
0.5648787617683411,0.21854260563850403,0.45560744404792786,18,289,,,,,,,,,,,
0.6680964231491089,0.25707390904426575,0.5395594835281372,18,299,,,,,,,,,,,
,,,18,303,0.5941318273544312,0.15782052278518677,0.5152215361595154,-1.202751874923706,-1.1921204328536987,-1.1242210865020752,0.10000000149011612,0.0,,,
,,,18,303,,,,,,,,,0.7334631681442261,0.26692822575569153,0.5999990105628967
0.5720664262771606,0.24384541809558868,0.4501436948776245,19,309,,,,,,,,,,,
0.3589242100715637,0.16029921174049377,0.278774619102478,19,319,,,,,,,,,,,
,,,19,319,0.5867179036140442,0.14601953327655792,0.5137081742286682,-1.3157931566238403,-1.249436855316162,-1.2126425504684448,0.10000000149011612,0.0,,,
,,,19,319,,,,,,,,,0.7321996688842773,0.26824286580085754,0.5980783104896545
0.570591151714325,0.22584547102451324,0.45766839385032654,20,329,,,,,,,,,,,
,,,20,335,0.5808671116828918,0.14361073076725006,0.5090616941452026,-1.3373723030090332,-1.3373721837997437,-1.3373723030090332,0.10000000149011612,0.0,,,
,,,20,335,,,,,,,,,0.7194379568099976,0.2609139382839203,0.5889809727668762
0.721053957939148,0.25997447967529297,0.5910667181015015,21,339,,,,,,,,,,,
0.6965870261192322,0.251442551612854,0.5708657503128052,21,349,,,,,,,,,,,
,,,21,351,0.6039591431617737,0.1802954524755478,0.5138113498687744,-1.267777442932129,-1.2213964462280273,-0.8820001482963562,0.10000000149011612,0.0,,,
,,,21,351,,,,,,,,,0.7272211313247681,0.262490451335907,0.5959758758544922
0.8523032069206238,0.301432728767395,0.7015868425369263,22,359,,,,,,,,,,,
,,,22,367,0.6003546714782715,0.1563849300146103,0.5221622586250305,-1.193281888961792,-1.0867774486541748,-0.8337334394454956,0.30000001192092896,0.050974372774362564,,,
,,,22,367,,,,,,,,,0.7281141877174377,0.26483434438705444,0.5956970453262329
0.5438397526741028,0.28652074933052063,0.40057939291000366,23,369,,,,,,,,,,,
0.5768938064575195,0.2589547634124756,0.44741642475128174,23,379,,,,,,,,,,,
,,,23,383,0.5868411660194397,0.1494087129831314,0.5121367573738098,-1.3718349933624268,-1.252198338508606,-1.2503150701522827,0.10000000149011612,0.0,,,
,,,23,383,,,,,,,,,0.7271844148635864,0.2645951211452484,0.5948868989944458
0.7545419931411743,0.259613573551178,0.6247352361679077,24,389,,,,,,,,,,,
1.0836118459701538,0.2481311857700348,0.9595462679862976,24,399,,,,,,,,,,,
,,,24,399,0.5893914699554443,0.15617549419403076,0.5113036632537842,-1.3057804107666016,-1.2979892492294312,-1.0171135663986206,0.10000000149011612,0.0,,,
,,,24,399,,,,,,,,,0.7292243838310242,0.26545146107673645,0.5964986681938171
0.419099360704422,0.20558775961399078,0.3163054883480072,25,409,,,,,,,,,,,
,,,25,415,0.5900573134422302,0.1581171452999115,0.5109987854957581,-1.2767826318740845,-1.268993854522705,-1.120916724205017,0.10000000149011612,0.0,,,
,,,25,415,,,,,,,,,0.7184531092643738,0.2626517415046692,0.5871273875236511
0.5714679956436157,0.2363569140434265,0.45328956842422485,26,419,,,,,,,,,,,
0.747995913028717,0.2674271762371063,0.6142823100090027,26,429,,,,,,,,,,,
,,,26,431,0.5824673175811768,0.14725184440612793,0.508841335773468,-1.3438382148742676,-1.3380117416381836,-1.2274354696273804,0.10000000149011612,0.0,,,
,,,26,431,,,,,,,,,0.7322536110877991,0.2651063799858093,0.5997004508972168
0.8597559928894043,0.3096189498901367,0.7049465179443359,27,439,,,,,,,,,,,
,,,27,447,0.5840812921524048,0.15357613563537598,0.5072932243347168,-1.405313491821289,-1.4008865356445312,-1.2259801626205444,0.20000000298023224,0.050974372774362564,,,
,,,27,447,,,,,,,,,0.7276543378829956,0.26057934761047363,0.5973647236824036
0.7520528435707092,0.2326679676771164,0.6357188820838928,28,449,,,,,,,,,,,
0.6307263374328613,0.27314773201942444,0.4941524863243103,28,459,,,,,,,,,,,
,,,28,463,0.5948970317840576,0.1627328246831894,0.5135305523872375,-1.2818046808242798,-1.2380520105361938,-0.9978148937225342,0.25,0.007280874066054821,,,
,,,28,463,,,,,,,,,0.723371684551239,0.2588433623313904,0.5939499139785767
