train_loss_step,train_task_loss_step,train_concept_loss_step,epoch,step,val_loss,val_task_loss,val_concept_loss,train_loss_epoch,train_task_loss_epoch,train_concept_loss_epoch
6.53612756729126,5.9973249435424805,0.5388028025627136,0,9,,,,,,
,,,0,12,3.285264015197754,2.7931652069091797,0.4920988976955414,,,
,,,0,12,,,,10.758063316345215,10.193689346313477,0.5643739104270935
3.8198604583740234,3.2052037715911865,0.6146566867828369,1,19,,,,,,
,,,1,25,3.1549954414367676,2.8327901363372803,0.3222050666809082,,,
,,,1,25,,,,3.306718349456787,2.8451974391937256,0.4615207016468048
3.85062837600708,3.539111614227295,0.31151673197746277,2,29,,,,,,
,,,2,38,2.5935769081115723,2.365123748779297,0.2284531146287918,,,
,,,2,38,,,,2.770676851272583,2.479179859161377,0.2914969325065613
0.26491618156433105,0.038550689816474915,0.22636550664901733,3,39,,,,,,
1.958175778388977,1.6417981386184692,0.3163776099681854,3,49,,,,,,
,,,3,51,2.4623360633850098,2.2385709285736084,0.22376522421836853,,,
,,,3,51,,,,2.3780529499053955,2.0991735458374023,0.2788795232772827
2.3096327781677246,2.1285600662231445,0.1810726523399353,4,59,,,,,,
,,,4,64,2.920600414276123,2.7311503887176514,0.189450204372406,,,
,,,4,64,,,,1.8388932943344116,1.6306495666503906,0.20824378728866577
1.262171745300293,1.0777199268341064,0.18445180356502533,5,69,,,,,,
,,,5,77,2.3760809898376465,2.2031919956207275,0.17288896441459656,,,
,,,5,77,,,,1.7761112451553345,1.6021146774291992,0.17399662733078003
1.6184040307998657,1.5449793338775635,0.07342467457056046,6,79,,,,,,
1.167941927909851,1.016361951828003,0.15157993137836456,6,89,,,,,,
,,,6,90,2.7634220123291016,2.5822577476501465,0.18116454780101776,,,
,,,6,90,,,,1.6740111112594604,1.4948238134384155,0.17918716371059418
3.5985584259033203,3.3196277618408203,0.27893054485321045,7,99,,,,,,
,,,7,103,2.756404399871826,2.5893378257751465,0.16706658899784088,,,
,,,7,103,,,,1.6087812185287476,1.4437153339385986,0.16506612300872803
4.705327033996582,4.549903869628906,0.15542292594909668,8,109,,,,,,
,,,8,116,4.293234825134277,4.100013256072998,0.19322167336940765,,,
,,,8,116,,,,1.8248231410980225,1.646349549293518,0.1784733086824417
2.9472224712371826,2.8070967197418213,0.14012567698955536,9,119,,,,,,
1.482892632484436,1.3158349990844727,0.1670575886964798,9,129,,,,,,
,,,9,129,3.093508005142212,2.9112627506256104,0.1822454035282135,,,
,,,9,129,,,,2.1703290939331055,2.0114526748657227,0.15887662768363953
0.8329763412475586,0.7242875099182129,0.10868880897760391,10,139,,,,,,
,,,10,142,2.6017611026763916,2.4242897033691406,0.17747129499912262,,,
,,,10,142,,,,1.2735755443572998,1.1173267364501953,0.15624871850013733
1.7470002174377441,1.644903540611267,0.10209669917821884,11,149,,,,,,
,,,11,155,3.1719706058502197,2.9706830978393555,0.2012874186038971,,,
,,,11,155,,,,1.9313585758209229,1.7615348100662231,0.1698238104581833
0.6440947651863098,0.5417376756668091,0.10235707461833954,12,159,,,,,,
,,,12,168,2.3151867389678955,2.146383285522461,0.16880345344543457,,,
,,,12,168,,,,1.5988460779190063,1.4239437580108643,0.17490233480930328
1.6954658031463623,1.4312199354171753,0.264245867729187,13,169,,,,,,
2.3108088970184326,2.159274101257324,0.15153488516807556,13,179,,,,,,
,,,13,181,2.9835822582244873,2.8087587356567383,0.17482325434684753,,,
