train_c_accuracy,train_c_auc,train_c_f1,train_y_accuracy,train_y_auc,train_y_f1,train_concept_loss,train_task_loss,train_loss,loss,epoch,step,val_c_accuracy,val_c_auc,val_c_f1,val_y_accuracy,val_y_auc,val_y_f1,val_concept_loss,val_task_loss,val_loss
0.9545454382896423,0.4247032403945923,0.0,0.8636363744735718,0.49122804403305054,0.0,0.35515862703323364,0.5274301767349243,0.882588803768158,0.882588803768158,0,9,,,,,,,,,
,,,,,,,,,,0,9,0.9487179517745972,0.2926195561885834,0.0,0.8333333134651184,0.35461103916168213,0.0,0.24439862370491028,0.8008099794387817,1.0452086925506592
0.9242424368858337,0.5787036418914795,0.0,0.8181818127632141,0.75,0.5,0.2247041016817093,0.4901866614818573,0.7148907780647278,0.7148907780647278,1,19,,,,,,,,,
,,,,,,,,,,1,19,0.9487179517745972,0.8195151090621948,0.0,0.8846153616905212,0.9465188980102539,0.5538461804389954,0.17065149545669556,0.45343735814094543,0.6240888237953186
0.9220778942108154,0.8211064338684082,0.0,0.7727272510528564,0.875,0.2857142984867096,0.23484162986278534,0.5519631505012512,0.7868047952651978,0.7868047952651978,2,29,,,,,,,,,
,,,,,,,,,,2,29,0.9487179517745972,0.8109242916107178,0.0,0.9230769276618958,0.9577779769897461,0.7481781244277954,0.17355574667453766,0.31798774003982544,0.4915435016155243
0.939393937587738,0.5144379734992981,0.0,0.9090909361839294,0.9166666865348816,0.75,0.19738078117370605,0.20069848001003265,0.3980792760848999,0.3980792760848999,3,39,,,,,,,,,
,,,,,,,,,,3,39,0.9487179517745972,0.8153494596481323,0.0,0.8974359035491943,0.9662224054336548,0.6262443661689758,0.13868916034698486,0.28994446992874146,0.4286336600780487
0.9718614816665649,0.4295440912246704,0.0,0.9090909361839294,0.761904776096344,0.0,0.08748271316289902,0.47910624742507935,0.5665889382362366,0.5665889382362366,4,49,,,,,,,,,
,,,,,,,,,,4,49,0.9487179517745972,0.8135514259338379,0.0,0.8974359035491943,0.9662224054336548,0.5311355590820312,0.13070127367973328,0.41532281041145325,0.5460240840911865
0.9675324559211731,0.33986952900886536,0.0,0.9090909361839294,0.9523809552192688,0.5,0.12262170016765594,0.28623896837234497,0.4088606834411621,0.4088606834411621,5,59,,,,,,,,,
,,,,,,,,,,5,59,0.9487179517745972,0.8148754835128784,0.0,0.8974359035491943,0.9676298499107361,0.6262443661689758,0.12687499821186066,0.25242942571640015,0.3793044090270996
0.9177489280700684,0.770423173904419,0.0,1.0,1.0,1.0,0.18921604752540588,0.12417791038751602,0.3133939504623413,0.3133939504623413,6,69,,,,,,,,,
,,,,,,,,,,6,69,0.9487179517745972,0.8145292401313782,0.0,0.9230769276618958,0.9540799260139465,0.7481781244277954,0.13051216304302216,0.20236773788928986,0.3328799307346344
0.9675324559211731,0.4067460000514984,0.0,1.0,1.0,1.0,0.08814463764429092,0.0503191240131855,0.13846376538276672,0.13846376538276672,7,79,,,,,,,,,
,,,,,,,,,,7,79,0.9487179517745972,0.8239062428474426,0.0,0.9230769276618958,0.9629659652709961,0.7481781244277954,0.12281633168458939,0.2533283531665802,0.3761447072029114
0.9285714030265808,0.8328931927680969,0.0,0.9545454382896423,1.0,0.800000011920929,0.1731075942516327,0.09310667961835861,0.2662142813205719,0.2662142813205719,8,89,,,,,,,,,
,,,,,,,,,,8,89,0.9487179517745972,0.8174352645874023,0.0,0.8589743375778198,0.9580401182174683,0.25246548652648926,0.13138572871685028,0.2786654829978943,0.41005122661590576
0.8896104097366333,0.7268232107162476,0.0,0.8181818127632141,0.9529411196708679,0.6666666865348816,0.2562210261821747,0.27216285467147827,0.5283838510513306,0.5283838510513306,9,99,,,,,,,,,
,,,,,,,,,,9,99,0.9487179517745972,0.8069442510604858,0.0,0.8846153616905212,0.9587438702583313,0.6657342910766602,0.13416245579719543,0.19536177814006805,0.3295242488384247
0.9372294545173645,0.7089678645133972,0.0,0.9090909361839294,0.9583333730697632,0.75,0.14910376071929932,0.1900627762079239,0.339166522026062,0.339166522026062,10,109,,,,,,,,,
,,,,,,,,,,10,109,0.9487179517745972,0.8140562772750854,0.0,0.9230769276618958,0.9662224054336548,0.7481781244277954,0.12576450407505035,0.2624737322330475,0.3882382810115814
0.9523809552192688,0.42267945408821106,0.0,0.9090909361839294,0.9097222685813904,0.75,0.17906086146831512,0.3305351138114929,0.5095959901809692,0.5095959901809692,11,119,,,,,,,,,
,,,,,,,,,,11,119,0.9487179517745972,0.8156283497810364,0.0,0.9102563858032227,0.9690371751785278,0.6905983090400696,0.12609584629535675,0.29028913378715515,0.4163849651813507
0.8636363744735718,0.803605318069458,0.0,0.9090909361839294,0.9411764144897461,0.8333333134651184,0.2781662046909332,0.2273155301809311,0.5054817199707031,0.5054817199707031,12,129,,,,,,,,,
,,,,,,,,,,12,129,0.9487179517745972,0.8110045194625854,0.0,0.8846153616905212,0.9697409272193909,0.5538461804389954,0.12479855120182037,0.3164084553718567,0.44120699167251587
0.948051929473877,0.4828758239746094,0.0,0.7272727489471436,1.0,0.5,0.17112170159816742,0.298796147108078,0.46991783380508423,0.46991783380508423,13,139,,,,,,,,,
,,,,,,,,,,13,139,0.9487179517745972,0.8168486952781677,0.0,0.9102563858032227,0.960151195526123,0.6905983090400696,0.12385543435811996,0.2460409253835678,0.36989638209342957
0.948051929473877,0.6312328577041626,0.0,1.0,1.0,1.0,0.12390737980604172,0.10049891471862793,0.22440630197525024,0.22440630197525024,14,149,,,,,,,,,
,,,,,,,,,,14,149,0.9487179517745972,0.8196769952774048,0.0,0.9230769276618958,0.9554873704910278,0.7481781244277954,0.12230554223060608,0.19980689883232117,0.32211241126060486
0.9307359457015991,0.7053660154342651,0.20000000298023224,1.0,1.0,1.0,0.14017254114151,0.038150910288095474,0.17832344770431519,0.17832344770431519,15,159,,,,,,,,,
,,,,,,,,,,15,159,0.9523809552192688,0.8185866475105286,0.23422089219093323,0.9230769276618958,0.9587438702583313,0.7481781244277954,0.12158716470003128,0.27379265427589417,0.39537981152534485
0.9415584206581116,0.7157507538795471,0.4000000059604645,1.0,1.0,1.0,0.1369931697845459,0.044738125056028366,0.18173129856586456,0.18173129856586456,16,169,,,,,,,,,
,,,,,,,,,,16,169,0.954212486743927,0.8046754002571106,0.38296234607696533,0.8974359035491943,0.9643734693527222,0.7143812775611877,0.12801437079906464,0.23035037517547607,0.3583647310733795
0.9588744640350342,0.5904019474983215,0.23999999463558197,0.9090909361839294,1.0,0.6666666865348816,0.11134208738803864,0.10669758915901184,0.21803967654705048,0.21803967654705048,17,179,,,,,,,,,
,,,,,,,,,,17,179,0.9505494236946106,0.8172385692596436,0.07347875833511353,0.9230769276618958,0.9690372943878174,0.7481781244277954,0.13450351357460022,0.34918081760406494,0.4836843013763428
0.9502164721488953,0.587618350982666,0.14814814925193787,0.9090909361839294,0.9047619104385376,0.5,0.11272025108337402,0.3680211901664734,0.4807414412498474,0.4807414412498474,18,189,,,,,,,,,
,,,,,,,,,,18,189,0.9517704844474792,0.8099873661994934,0.2876136302947998,0.9230769276618958,0.9627038836479187,0.7481781244277954,0.13421857357025146,0.48188987374305725,0.6161084175109863
0.9329004287719727,0.5228737592697144,0.27906978130340576,0.8636363744735718,0.9479166269302368,0.7272727489471436,0.17545916140079498,0.2723900079727173,0.4478491544723511,0.4478491544723511,19,199,,,,,,,,,
,,,,,,,,,,19,199,0.954212486743927,0.8195578455924988,0.38296234607696533,0.9230769276618958,0.9669261574745178,0.7687423825263977,0.12644340097904205,0.30257898569107056,0.4290224313735962
0.9285714030265808,0.7815971374511719,0.4923076927661896,1.0,1.0,1.0,0.1832035779953003,0.08011487871408463,0.2633184492588043,0.2633184492588043,20,209,,,,,,,,,
,,,,,,,,,,20,209,0.9529914855957031,0.8168020248413086,0.4033152163028717,0.9102563858032227,0.9683335423469543,0.7403263449668884,0.12301957607269287,0.28193894028663635,0.4049585163593292
0.9545454382896423,0.5290184617042542,0.32258063554763794,1.0,1.0,1.0,0.11244133859872818,0.10990101844072342,0.2223423570394516,0.2223423570394516,21,219,,,,,,,,,
,,,,,,,,,,21,219,0.9517704844474792,0.8125219941139221,0.1913597583770752,0.8589743375778198,0.9563706517219543,0.25246548652648926,0.13911908864974976,0.48124754428863525,0.620366632938385
0.9567099809646606,0.5584183931350708,0.2857142984867096,0.9090909361839294,0.9444445371627808,0.75,0.12720686197280884,0.2219897359609604,0.3491966128349304,0.3491966128349304,22,229,,,,,,,,,
,,,,,,,,,,22,229,0.9511599540710449,0.8059996366500854,0.24567268788814545,0.9230769276618958,0.9662224054336548,0.7481781244277954,0.13472409546375275,0.4068128764629364,0.5415369868278503
0.9653679728507996,0.35073694586753845,0.20000000298023224,0.8181818127632141,1.0,0.3333333432674408,0.1667245328426361,0.25040873885154724,0.41713327169418335,0.41713327169418335,23,239,,,,,,,,,
,,,,,,,,,,23,239,0.9505494236946106,0.809738039970398,0.15119583904743195,0.9230769276618958,0.964815080165863,0.7264957427978516,0.13973776996135712,0.4741033911705017,0.61384117603302
0.9437229633331299,0.3622962534427643,0.2777777910232544,0.8636363744735718,0.9809523820877075,0.7272727489471436,0.20814014971256256,0.2527877986431122,0.46092796325683594,0.46092796325683594,24,249,,,,,,,,,
,,,,,,,,,,24,249,0.9511599540710449,0.8093786239624023,0.1530691534280777,0.9230769276618958,0.9479262232780457,0.692307710647583,0.13773968815803528,0.36797574162483215,0.5057154297828674
0.9805194735527039,0.3333333432674408,0.1818181872367859,0.9545454382896423,1.0,0.6666666865348816,0.05099821463227272,0.05231234058737755,0.10331055521965027,0.10331055521965027,25,259,,,,,,,,,
,,,,,,,,,,25,259,0.9505494236946106,0.8060956597328186,0.15119583904743195,0.9102563858032227,0.9549632668495178,0.6621417999267578,0.13319025933742523,0.4089663624763489,0.5421566367149353
0.9523809552192688,0.7635109424591064,0.1538461595773697,0.8636363744735718,0.9047619104385376,0.0,0.11399121582508087,0.2410081923007965,0.3549994230270386,0.3549994230270386,26,269,,,,,,,,,
,,,,,,,,,,26,269,0.9511599540710449,0.8099779486656189,0.18905656039714813,0.9358974099159241,0.9570744037628174,0.7840755581855774,0.12544144690036774,0.2957431972026825,0.42118462920188904
0.9307359457015991,0.6344655752182007,0.2380952388048172,0.9090909361839294,1.0,0.8333333134651184,0.16101309657096863,0.1679036021232605,0.3289166986942291,0.3289166986942291,27,279,,,,,,,,,
,,,,,,,,,,27,279,0.9529913663864136,0.8106530904769897,0.2416030615568161,0.9230769276618958,0.9591853618621826,0.7481781244277954,0.1255590170621872,0.3422921895980835,0.4678512513637543
0.9696969985961914,0.496371865272522,0.125,0.9090909361839294,0.9047619104385376,0.5,0.0853893831372261,0.14767472445964813,0.23306411504745483,0.23306411504745483,28,289,,,,,,,,,
,,,,,,,,,,28,289,0.9517704844474792,0.8107341527938843,0.2671712338924408,0.9358974099159241,0.9591853618621826,0.7840755581855774,0.1302511990070343,0.4260922968387604,0.5563434958457947
0.9155844449996948,0.8499918580055237,0.4000000059604645,1.0,1.0,1.0,0.170662060379982,0.025135250762104988,0.19579730927944183,0.19579730927944183,29,299,,,,,,,,,
,,,,,,,,,,29,299,0.9529913663864136,0.8095482587814331,0.3102206587791443,0.9230769276618958,0.9591853618621826,0.7481781244277954,0.127399280667305,0.40849122405052185,0.535890519618988
0.9826839566230774,0.2845238149166107,0.4285714328289032,0.9545454382896423,1.0,0.800000011920929,0.052442487329244614,0.05164122208952904,0.10408370941877365,0.10408370941877365,30,309,,,,,,,,,
,,,,,,,,,,30,309,0.9523809552192688,0.8087553977966309,0.3172544836997986,0.9230769276618958,0.9591853618621826,0.7481781244277954,0.1268497109413147,0.41974785923957825,0.5465975999832153
0.948051929473877,0.36600080132484436,0.20000000298023224,0.9090909361839294,0.9500000476837158,0.6666666865348816,0.1305551677942276,0.1811385452747345,0.3116937279701233,0.3116937279701233,31,319,,,,,,,,,
