train_loss_step,train_task_loss_step,train_concept_loss_step,epoch,step,val_loss,val_task_loss,val_concept_loss,train_loss_epoch,train_task_loss_epoch,train_concept_loss_epoch
28.082067489624023,27.516366958618164,0.5657001733779907,0,9,,,,,,
,,,0,15,11.157733917236328,10.562117576599121,0.5956146717071533,,,
,,,0,15,,,,20.44344139099121,19.835281372070312,0.6081672310829163
6.471916675567627,5.884914398193359,0.587002158164978,1,19,,,,,,
6.480338096618652,5.888737678527832,0.5916001796722412,1,29,,,,,,
,,,1,31,8.059735298156738,7.5625996589660645,0.4971355199813843,,,
,,,1,31,,,,9.239876747131348,8.63341999053955,0.6064572334289551
8.389910697937012,7.707696914672852,0.6822141408920288,2,39,,,,,,
,,,2,47,8.166099548339844,7.6808366775512695,0.48526284098625183,,,
,,,2,47,,,,7.884696006774902,7.2702436447143555,0.6144523620605469
1.4886038303375244,0.8436964154243469,0.6449074745178223,3,49,,,,,,
5.635219573974609,5.07027006149292,0.5649497509002686,3,59,,,,,,
,,,3,63,6.2781548500061035,5.9054083824157715,0.37274619936943054,,,
,,,3,63,,,,7.155533790588379,6.569300651550293,0.5862323641777039
7.6907477378845215,7.103278636932373,0.5874689221382141,4,69,,,,,,
5.500324249267578,4.9944586753845215,0.5058653354644775,4,79,,,,,,
,,,4,79,7.931665420532227,7.557656764984131,0.3740094304084778,,,
,,,4,79,,,,6.143004417419434,5.5766401290893555,0.5663646459579468
4.1171956062316895,3.593012571334839,0.524182915687561,5,89,,,,,,
,,,5,95,8.214226722717285,7.862791538238525,0.3514343202114105,,,
,,,5,95,,,,4.917696952819824,4.3761749267578125,0.5415219068527222
8.509809494018555,8.043096542358398,0.46671250462532043,6,99,,,,,,
11.710731506347656,11.289823532104492,0.42090845108032227,6,109,,,,,,
,,,6,111,10.31547737121582,10.025593757629395,0.28988221287727356,,,
,,,6,111,,,,5.461709499359131,4.9865007400512695,0.4752090871334076
2.932424306869507,2.588162899017334,0.3442613482475281,7,119,,,,,,
,,,7,127,6.416459560394287,6.2220072746276855,0.1944521963596344,,,
,,,7,127,,,,3.4066975116729736,2.9785029888153076,0.4281947612762451
3.270526647567749,2.9267537593841553,0.34377285838127136,8,129,,,,,,
3.5177180767059326,3.076899766921997,0.44081833958625793,8,139,,,,,,
,,,8,143,15.238730430603027,15.068891525268555,0.16983924806118011,,,
,,,8,143,,,,3.8626346588134766,3.455814838409424,0.4068198800086975
2.241089344024658,1.8007586002349854,0.4403308629989624,9,149,,,,,,
1.2173198461532593,1.0294544696807861,0.18786534667015076,9,159,,,,,,
,,,9,159,6.883871078491211,6.774930000305176,0.10894064605236053,,,
,,,9,159,,,,3.3467252254486084,2.9472553730010986,0.399469792842865
5.106070518493652,4.651925086975098,0.45414549112319946,10,169,,,,,,
,,,10,175,7.962764263153076,7.821877956390381,0.14088553190231323,,,
,,,10,175,,,,3.0920400619506836,2.715737819671631,0.3763023018836975
5.64060115814209,5.238813400268555,0.4017879366874695,11,179,,,,,,
1.7491360902786255,1.4635529518127441,0.28558310866355896,11,189,,,,,,
,,,11,191,7.253675937652588,7.145720958709717,0.10795523971319199,,,
,,,11,191,,,,2.532407760620117,2.1716513633728027,0.3607560694217682
3.436337947845459,3.119117498397827,0.3172203302383423,12,199,,,,,,
,,,12,207,7.302087783813477,7.19407844543457,0.10800991207361221,,,
,,,12,207,,,,3.0442283153533936,2.730095148086548,0.31413355469703674
5.307232856750488,5.011776924133301,0.29545602202415466,13,209,,,,,,
2.697472095489502,2.4379374980926514,0.25953468680381775,13,219,,,,,,
