val_loss,val_concept_loss,val_task_loss,concept_0_activation,concept_1_activation,concept_2_activation,concept_3_activation,concept_4_activation,concept_5_activation,concept_6_activation,concept_7_activation,concept_8_activation,concept_9_activation,concept_10_activation,concept_11_activation,concept_12_activation,concept_13_activation,concept_14_activation,concept_15_activation,concept_16_activation,concept_17_activation,concept_18_activation,concept_19_activation,concept_20_activation,concept_sparsity,val_logit_min,val_logit_mean,val_logit_max,val_best_threshold,val_best_mcc,epoch,step,train_loss_epoch,train_concept_loss_epoch,train_task_loss_epoch,train_loss_step,train_concept_loss_step,train_task_loss_step
1.9694092273712158,0.6498192548751831,1.3195898532867432,0.5015807747840881,0.49452656507492065,0.46525460481643677,0.4517901539802551,0.47342467308044434,0.46681636571884155,0.4945228099822998,0.5064074397087097,0.46351006627082825,0.5140188336372375,0.4616069495677948,0.5036848187446594,0.47472381591796875,0.5047162771224976,0.4725704491138458,0.4967310428619385,0.48009148240089417,0.46554869413375854,0.43724989891052246,0.44774478673934937,0.448866605758667,0.0,-1.6945605278015137,-1.6899224519729614,-1.6805962324142456,0.10000000149011612,0.0,0,7,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,1.9422293901443481,0.6991772055625916,1.2430521249771118,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,,,,1.456252098083496,0.6433053612709045,0.8129467368125916
1.8239854574203491,0.5702859163284302,1.253699541091919,0.48624205589294434,0.4335114657878876,0.4243791699409485,0.3736354410648346,0.4140879511833191,0.40116825699806213,0.4554063081741333,0.464918851852417,0.39234885573387146,0.5035033226013184,0.3901819884777069,0.47365811467170715,0.4461551606655121,0.5033004879951477,0.4515705108642578,0.46541446447372437,0.4513476490974426,0.43331488966941833,0.3606856167316437,0.3807332515716553,0.3893629014492035,0.0,-1.5675442218780518,-1.5415048599243164,-1.5000450611114502,0.10000000149011612,0.0,1,15,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,1.307645559310913,0.6368619799613953,0.6707836389541626,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,19,,,,0.98054039478302,0.5536444187164307,0.42689600586891174
1.6381478309631348,0.4764254093170166,1.1617225408554077,0.4352092742919922,0.359749436378479,0.36447155475616455,0.29556870460510254,0.3338974118232727,0.3350321650505066,0.40245726704597473,0.39611995220184326,0.313368558883667,0.46751242876052856,0.31331413984298706,0.42311355471611023,0.4036669433116913,0.493010550737381,0.4362054467201233,0.39981526136398315,0.4088779389858246,0.4041275680065155,0.2789333462715149,0.3151087462902069,0.32149791717529297,0.0,-1.4081604480743408,-1.3281768560409546,-1.2231801748275757,0.20000000298023224,0.06798088550567627,2,23,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,23,1.0278724431991577,0.5478324890136719,0.4800400733947754,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,29,,,,0.7278827428817749,0.44353988766670227,0.28434282541275024
1.4235470294952393,0.39021575450897217,1.0333313941955566,0.36984753608703613,0.2887246906757355,0.30602410435676575,0.23163454234600067,0.2563403248786926,0.2804875373840332,0.3450556993484497,0.3319644629955292,0.2415652722120285,0.4195217490196228,0.2368362545967102,0.35533779859542847,0.34457722306251526,0.4806956350803375,0.4221012592315674,0.3223574757575989,0.36371076107025146,0.3862232267856598,0.20647720992565155,0.26200076937675476,0.24999670684337616,0.0,-1.18873131275177,-0.9912253618240356,-0.7052518129348755,0.30000001192092896,0.584631085395813,3,31,,,,,,
