val_loss,val_concept_loss,val_task_loss,concept_0_activation,concept_1_activation,concept_2_activation,concept_3_activation,concept_4_activation,concept_5_activation,concept_6_activation,concept_7_activation,concept_8_activation,concept_9_activation,concept_10_activation,concept_11_activation,concept_12_activation,concept_13_activation,concept_14_activation,concept_15_activation,concept_16_activation,concept_17_activation,concept_18_activation,concept_19_activation,concept_20_activation,concept_sparsity,val_logit_min,val_logit_mean,val_logit_max,val_best_threshold,val_best_mcc,epoch,step,train_loss_epoch,train_concept_loss_epoch,train_task_loss_epoch,train_loss_step,train_concept_loss_step,train_task_loss_step
1.9712929725646973,0.6505529880523682,1.3207401037216187,0.4981631934642792,0.4980311691761017,0.4656378924846649,0.4501977860927582,0.4749490022659302,0.4670892357826233,0.49490997195243835,0.509375810623169,0.46559426188468933,0.5139768719673157,0.4646466076374054,0.5002493262290955,0.47169381380081177,0.5070121884346008,0.4726107716560364,0.4990125298500061,0.48049235343933105,0.46684837341308594,0.4369959235191345,0.44569358229637146,0.45003318786621094,0.0,-1.696834921836853,-1.6924848556518555,-1.6836860179901123,0.10000000149011612,0.0,0,7,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,1.9424824714660645,0.6996875405311584,1.2427948713302612,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,9,,,,1.4634647369384766,0.6433495879173279,0.8201150894165039
1.8263812065124512,0.5716220736503601,1.2547591924667358,0.4781240224838257,0.44288650155067444,0.4281085133552551,0.3691136837005615,0.4227047860622406,0.40017932653427124,0.4572913646697998,0.4694553017616272,0.3986113369464874,0.4968421459197998,0.3988373577594757,0.4626176953315735,0.44079479575157166,0.5047581195831299,0.45043566823005676,0.47153687477111816,0.4495246112346649,0.4367291331291199,0.364070326089859,0.3753323256969452,0.3953867256641388,0.0,-1.5698028802871704,-1.544221043586731,-1.5029852390289307,0.10000000149011612,0.0,1,15,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,15,1.30784010887146,0.6365635395050049,0.6712765693664551,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,19,,,,0.9939804077148438,0.5505468249320984,0.443433552980423
1.6413809061050415,0.47826850414276123,1.1631125211715698,0.4257933795452118,0.37132465839385986,0.36739903688430786,0.2848697900772095,0.3515366315841675,0.3352123200893402,0.40550515055656433,0.40240514278411865,0.3182360827922821,0.4576683044433594,0.3244416117668152,0.4037426710128784,0.4003955125808716,0.4922042191028595,0.4370323419570923,0.4061020612716675,0.4027256369590759,0.4116915166378021,0.29069679975509644,0.3059457540512085,0.33633413910865784,0.0,-1.4088135957717896,-1.3321226835250854,-1.2203540802001953,0.20000000298023224,0.07361772656440735,2,23,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,23,1.0475233793258667,0.5475507974624634,0.4999726414680481,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,29,,,,0.7785227298736572,0.44148364663124084,0.33703911304473877
1.4241952896118164,0.3927655518054962,1.0314297676086426,0.35792040824890137,0.30321356654167175,0.30643361806869507,0.22169308364391327,0.27302658557891846,0.284145712852478,0.35069483518600464,0.3405601382255554,0.24835237860679626,0.407162070274353,0.2480548471212387,0.33445942401885986,0.3419080376625061,0.48234131932258606,0.4247170388698578,0.324739009141922,0.35317158699035645,0.3977230191230774,0.2229621857404709,0.2515486478805542,0.2698780298233032,0.0,-1.1848437786102295,-0.997852087020874,-0.6861286759376526,0.30000001192092896,0.584631085395813,3,31,,,,,,
