epoch,step,train_concept_loss_epoch,train_concept_loss_step,train_loss_epoch,train_loss_step,train_task_loss_epoch,train_task_loss_step,val_concept_loss,val_loss,val_task_loss
26,349,,0.21410006284713745,,0.4508748948574066,,0.23677483201026917,,,
26,350,,,,,,,0.22024691104888916,2.9826252460479736,2.762378215789795
26,350,0.2032136768102646,,1.7329883575439453,,1.5297746658325195,,,,
27,359,,0.1441326141357422,,1.7875561714172363,,1.6434235572814941,,,
27,363,,,,,,,0.18571890890598297,3.3588244915008545,3.1731057167053223
27,363,0.18582308292388916,,1.3058717250823975,,1.1200486421585083,,,,
28,369,,0.28864866495132446,,1.6015193462371826,,1.3128706216812134,,,
28,376,,,,,,,0.21333763003349304,2.5329833030700684,2.319645643234253
28,376,0.1904708445072174,,1.3885364532470703,,1.1980655193328857,,,,
29,379,,0.23143541812896729,,1.4466925859451294,,1.215257167816162,,,
29,389,,0.16992194950580597,,0.4266356825828552,,0.25671374797821045,,,
29,389,,,,,,,0.18775849044322968,3.488926887512207,3.301168441772461
29,389,0.18139293789863586,,1.216985821723938,,1.035592794418335,,,,
30,399,,0.16476458311080933,,0.20688027143478394,,0.04211569204926491,,,
30,402,,,,,,,0.18905845284461975,5.169462203979492,4.980403900146484
30,402,0.16125257313251495,,1.3425636291503906,,1.181311011314392,,,,
31,409,,0.19649215042591095,,3.862985610961914,,3.6664934158325195,,,
31,415,,,,,,,0.20361624658107758,4.1920294761657715,3.9884135723114014
31,415,0.18047751486301422,,1.241552710533142,,1.061075210571289,,,,
32,419,,0.2570768892765045,,1.6097431182861328,,1.3526662588119507,,,
32,428,,,,,,,0.18813030421733856,3.823166847229004,3.6350364685058594
32,428,0.18663844466209412,,1.510317087173462,,1.323678970336914,,,,
33,429,,0.2161894291639328,,1.5374846458435059,,1.3212952613830566,,,
33,439,,0.253961443901062,,0.2569272816181183,,0.00296584190800786,,,
33,441,,,,,,,0.23746325075626373,3.321554660797119,3.0840911865234375
33,441,0.20115776360034943,,1.953403115272522,,1.752245545387268,,,,
34,449,,0.06537434458732605,,0.26048439741134644,,0.19511006772518158,,,
34,454,,,,,,,0.20179373025894165,2.782891035079956,2.581097364425659
34,454,0.18690848350524902,,1.1008193492889404,,0.9139108657836914,,,,
35,459,,0.2552945911884308,,1.0904384851455688,,0.8351439237594604,,,
35,467,,,,,,,0.21649788320064545,3.8547370433807373,3.6382393836975098
35,467,0.18815851211547852,,1.3613213300704956,,1.1731629371643066,,,,
36,469,,0.1794046014547348,,2.811692953109741,,2.6322884559631348,,,
36,479,,0.2176521271467209,,0.9273268580436707,,0.7096747159957886,,,
36,480,,,,,,,0.2831088900566101,7.544114112854004,7.26100492477417
36,480,0.23024000227451324,,1.792722225189209,,1.5624823570251465,,,,
37,489,,0.23288068175315857,,1.758956789970398,,1.526076078414917,,,
37,493,,,,,,,0.2572609484195709,7.0961408615112305,6.8388800621032715
37,493,0.2616446614265442,,1.7021561861038208,,1.4405113458633423,,,,
38,499,,0.2220509648323059,,3.8511226177215576,,3.6290717124938965,,,
38,506,,,,,,,0.2425871342420578,5.302738666534424,5.06015157699585
38,506,0.2331136167049408,,2.932779550552368,,2.6996660232543945,,,,
39,509,,0.17511813342571259,,0.6037635803222656,,0.42864546179771423,,,
39,519,,0.26347795128822327,,6.7153544425964355,,6.451876640319824,,,
39,519,,,,,,,0.2470356523990631,7.576323986053467,7.329288005828857
39,519,0.2373466044664383,,3.2904679775238037,,3.0531210899353027,,,,
40,529,,0.2950727045536041,,3.4455084800720215,,3.15043568611145,,,
40,532,,,,,,,0.40589091181755066,66.7914810180664,66.38558959960938
40,532,0.3048158884048462,,8.40062427520752,,8.095808982849121,,,,
41,539,,0.31026729941368103,,6.279289245605469,,5.969021797180176,,,
41,545,,,,,,,0.30620166659355164,20.953041076660156,20.64683723449707
41,545,0.35060596466064453,,8.627131462097168,,8.276524543762207,,,,
42,549,,0.431763619184494,,4.136688232421875,,3.7049245834350586,,,
42,558,,,,,,,0.3571256399154663,15.997847557067871,15.640721321105957
42,558,0.3660453259944916,,7.856147766113281,,7.4901041984558105,,,,
43,559,,0.19458957016468048,,4.538808345794678,,4.344218730926514,,,
43,569,,0.1566714644432068,,2.454988479614258,,2.2983169555664062,,,
43,571,,,,,,,0.2969887852668762,49.51557159423828,49.21858215332031
43,571,0.3318234980106354,,12.452384948730469,,12.120559692382812,,,,
44,579,,0.4298141300678253,,3.0521883964538574,,2.6223742961883545,,,
44,584,,,,,,,0.30287185311317444,12.729817390441895,12.426945686340332
44,584,0.3507116734981537,,14.7708158493042,,14.420103073120117,,,,
45,589,,0.5380266308784485,,6.9568328857421875,,6.418806076049805,,,
45,597,,,,,,,0.5449993014335632,6.080533981323242,5.535534381866455
45,597,0.3957860767841339,,4.223282814025879,,3.8274967670440674,,,,
46,599,,0.40468379855155945,,1.6992766857147217,,1.2945928573608398,,,
46,609,,0.25683096051216125,,3.121105670928955,,2.864274740219116,,,
46,610,,,,,,,0.6209324598312378,9.452146530151367,8.83121395111084
46,610,0.420278400182724,,2.684380292892456,,2.26410174369812,,,,
47,619,,0.3402564227581024,,1.834242820739746,,1.4939863681793213,,,
47,623,,,,,,,0.5526064038276672,8.42638111114502,7.873775005340576
47,623,0.4078253209590912,,3.9496657848358154,,3.541839838027954,,,,
48,629,,0.3692949414253235,,2.349806547164917,,1.9805115461349487,,,
48,636,,,,,,,0.5481959581375122,32.53832244873047,31.99012565612793
48,636,0.36917081475257874,,3.171877861022949,,2.8027069568634033,,,,
49,639,,0.4546336233615875,,2.3152027130126953,,1.8605691194534302,,,
49,649,,2.527437448501587,,15.334746360778809,,12.8073091506958,,,
49,649,,,,,,,0.4458746314048767,28.327417373657227,27.881542205810547
49,649,0.3617359697818756,,3.4008231163024902,,3.0390872955322266,,,,
50,659,,0.36793261766433716,,2.65671706199646,,2.2887845039367676,,,
50,662,,,,,,,0.36897191405296326,9.114850997924805,8.745879173278809
50,662,0.29756784439086914,,4.908140659332275,,4.610572814941406,,,,
51,669,,0.17188872396945953,,4.187602519989014,,4.015713691711426,,,
51,675,,,,,,,0.6493641138076782,18.13753890991211,17.488176345825195
51,675,0.38128191232681274,,6.214747428894043,,5.8334641456604,,,,
52,679,,0.8246071338653564,,4.376502990722656,,3.551896095275879,,,
52,688,,,,,,,0.5677629709243774,18.66297149658203,18.0952091217041
52,688,0.5841173529624939,,14.104941368103027,,13.520825386047363,,,,
53,689,,0.5664492249488831,,2.8815255165100098,,2.3150763511657715,,,
53,699,,1.5504100322723389,,13.967805862426758,,12.41739559173584,,,
53,701,,,,,,,1.4047188758850098,16.32594108581543,14.921222686767578
53,701,0.8193746209144592,,16.369747161865234,,15.550372123718262,,,,
54,709,,1.1511844396591187,,3.705176830291748,,2.55399227142334,,,
54,714,,,,,,,1.1225721836090088,15.808151245117188,14.685580253601074
54,714,1.3648390769958496,,7.351442337036133,,5.986602306365967,,,,
55,719,,1.0647591352462769,,8.17954158782959,,7.114782333374023,,,
55,727,,,,,,,2.258415460586548,5.818650245666504,3.5602355003356934
55,727,1.0541417598724365,,5.830765247344971,,4.776623725891113,,,,
56,729,,2.346391201019287,,7.983615398406982,,5.637224197387695,,,
56,739,,1.565471887588501,,2.7938637733459473,,1.2283920049667358,,,
56,740,,,,,,,0.7869138121604919,8.13347053527832,7.346555709838867
56,740,2.1424219608306885,,6.189041614532471,,4.046619892120361,,,,
57,749,,0.9307316541671753,,6.022475242614746,,5.091743469238281,,,
57,753,,,,,,,0.9838255047798157,5.8618483543396,4.87802267074585
57,753,0.9921936988830566,,5.775074005126953,,4.7828803062438965,,,,
58,759,,1.605247139930725,,3.6848936080932617,,2.079646587371826,,,
58,766,,,,,,,1.1838029623031616,10.380622863769531,9.196820259094238
58,766,1.080994725227356,,3.3536641597747803,,2.2726693153381348,,,,
59,769,,0.5845714807510376,,1.7574445009231567,,1.1728730201721191,,,
59,779,,1.4675039052963257,,4.244237422943115,,2.776733636856079,,,
59,779,,,,,,,0.8364163637161255,6.9218525886535645,6.0854363441467285
59,779,0.9476186037063599,,4.200527667999268,,3.2529091835021973,,,,
60,789,,0.4721442759037018,,2.439121723175049,,1.9669773578643799,,,
60,792,,,,,,,0.6289897561073303,5.918031692504883,5.289041996002197
60,792,0.7445709109306335,,3.863358736038208,,3.118788242340088,,,,
61,799,,1.0205844640731812,,7.295477867126465,,6.274893283843994,,,
61,805,,,,,,,0.5473548173904419,9.939682006835938,9.392326354980469
61,805,0.6241000890731812,,4.418238639831543,,3.7941389083862305,,,,
62,809,,0.5142884850502014,,1.7966721057891846,,1.2823835611343384,,,
62,818,,,,,,,0.4314902126789093,4.969382286071777,4.537891864776611
62,818,0.5190023183822632,,3.385748863220215,,2.866746425628662,,,,
63,819,,0.44785454869270325,,3.684147357940674,,3.236292839050293,,,
63,829,,0.44609197974205017,,2.9737508296966553,,2.5276589393615723,,,
63,831,,,,,,,0.43297842144966125,7.127065658569336,6.694087505340576
63,831,0.440597265958786,,2.8949689865112305,,2.454371929168701,,,,
64,839,,0.2046307474374771,,0.5601420998573303,,0.3555113673210144,,,
64,844,,,,,,,0.3671717047691345,5.988073825836182,5.6209025382995605
64,844,0.4084060788154602,,2.040250778198242,,1.631844162940979,,,,
65,849,,0.37791651487350464,,2.936284303665161,,2.5583677291870117,,,
65,857,,,,,,,0.3939736783504486,15.896666526794434,15.502693176269531
65,857,0.3727008104324341,,2.8010222911834717,,2.428321361541748,,,,
66,859,,0.26308491826057434,,3.5308780670166016,,3.2677931785583496,,,
66,869,,0.2730554938316345,,0.9629021286964417,,0.6898466348648071,,,
66,870,,,,,,,0.27390673756599426,5.915109634399414,5.641202449798584
66,870,0.3202768564224243,,3.4204137325286865,,3.1001362800598145,,,,
67,879,,0.500938355922699,,2.5036306381225586,,2.002692222595215,,,
67,883,,,,,,,0.2671298682689667,6.128072738647461,5.86094331741333
67,883,0.2860974669456482,,2.521000862121582,,2.234903335571289,,,,
68,889,,0.22255639731884003,,3.948063611984253,,3.7255072593688965,,,
68,896,,,,,,,0.24636149406433105,23.5992374420166,23.35287857055664
68,896,0.2787947952747345,,3.4766783714294434,,3.197883129119873,,,,
69,899,,0.3043394088745117,,2.6053543090820312,,2.3010149002075195,,,
69,909,,0.013712429441511631,,0.1816694736480713,,0.16795703768730164,,,
69,909,,,,,,,0.27472275495529175,19.879335403442383,19.6046142578125
69,909,0.27304524183273315,,2.649019479751587,,2.375974416732788,,,,
70,919,,0.4506514370441437,,3.646207809448242,,3.195556402206421,,,
70,922,,,,,,,0.2879795432090759,3.073855400085449,2.7858757972717285
70,922,0.3081021308898926,,3.0164856910705566,,2.708383798599243,,,,
71,929,,0.10218150168657303,,0.4853286147117615,,0.38314712047576904,,,
71,935,,,,,,,0.2764971852302551,5.135619163513184,4.859121799468994
71,935,0.3201897442340851,,3.2442331314086914,,2.9240434169769287,,,,
72,939,,0.18952421844005585,,2.8245880603790283,,2.635063886642456,,,
72,948,,,,,,,0.2691614627838135,3.2934629917144775,3.024301528930664
72,948,0.29282158613204956,,2.738651752471924,,2.4458303451538086,,,,
73,949,,0.4205341339111328,,2.3645379543304443,,1.9440038204193115,,,
73,959,,0.39424529671669006,,2.1761600971221924,,1.7819147109985352,,,
73,961,,,,,,,0.2540174424648285,4.712142467498779,4.458125114440918
73,961,0.27660074830055237,,2.2051095962524414,,1.9285087585449219,,,,
74,969,,0.181156724691391,,1.4158852100372314,,1.234728455543518,,,
74,974,,,,,,,0.2881592810153961,21.307016372680664,21.018856048583984
74,974,0.26405319571495056,,2.315988063812256,,2.0519347190856934,,,,
75,979,,0.3067122995853424,,2.0705976486206055,,1.763885259628296,,,
75,987,,,,,,,0.24827174842357635,9.005241394042969,8.756969451904297
75,987,0.25674688816070557,,2.5521059036254883,,2.295358657836914,,,,
76,989,,0.24310435354709625,,0.755617618560791,,0.512513279914856,,,
76,999,,0.08048532158136368,,1.0676921606063843,,0.9872068166732788,,,
76,1000,,,,,,,0.2468041330575943,16.661394119262695,16.41459083557129
76,1000,0.2561359107494354,,1.9174249172210693,,1.6612893342971802,,,,
77,1009,,0.4277612566947937,,1.2743639945983887,,0.8466026782989502,,,
77,1013,,,,,,,0.24210277199745178,21.593896865844727,21.351797103881836
77,1013,0.22800342738628387,,1.2950741052627563,,1.0670706033706665,,,,
78,1019,,0.2699906527996063,,1.816356897354126,,1.5463662147521973,,,
78,1026,,,,,,,0.2594014108181,32.640289306640625,32.380889892578125
78,1026,0.2063182145357132,,1.3806946277618408,,1.1743764877319336,,,,
79,1029,,0.26972121000289917,,1.50539231300354,,1.235671043395996,,,
79,1039,,0.0729248970746994,,0.07309579849243164,,0.00017090224719140679,,,
79,1039,,,,,,,0.2694903016090393,3.7338154315948486,3.464325189590454
79,1039,0.2366381138563156,,3.790863037109375,,3.554224967956543,,,,
80,1049,,0.4569985568523407,,2.561544418334961,,2.104545831680298,,,
80,1052,,,,,,,0.3312032222747803,3.7991085052490234,3.467905044555664
80,1052,0.30944857001304626,,1.8871744871139526,,1.577726125717163,,,,
81,1059,,0.23005259037017822,,0.23005364835262299,,1.0614107850415166e-06,,,
81,1065,,,,,,,0.31516045331954956,4.389366149902344,4.0742058753967285
81,1065,0.31930792331695557,,1.4811582565307617,,1.161850094795227,,,,
82,1069,,0.30194273591041565,,1.6379268169403076,,1.3359841108322144,,,
82,1078,,,,,,,0.2569185495376587,4.549849033355713,4.292930603027344
82,1078,0.2721607983112335,,1.5245769023895264,,1.2524161338806152,,,,
83,1079,,0.13504153490066528,,0.9188315272331238,,0.7837899923324585,,,
83,1089,,0.35856112837791443,,0.9227718114852905,,0.5642107129096985,,,
83,1091,,,,,,,0.2532489597797394,5.129580974578857,4.8763322830200195
83,1091,0.24813485145568848,,1.6121940612792969,,1.3640590906143188,,,,
84,1099,,0.16690842807292938,,2.76924204826355,,2.6023335456848145,,,
84,1104,,,,,,,0.26112309098243713,5.9742512702941895,5.713128089904785
84,1104,0.2175075113773346,,1.3129451274871826,,1.0954376459121704,,,,
85,1109,,0.16736316680908203,,0.8899492025375366,,0.7225860357284546,,,
85,1117,,,,,,,0.28783223032951355,9.90439510345459,9.616562843322754
85,1117,0.25580504536628723,,1.3229970932006836,,1.0671919584274292,,,,
86,1119,,0.14200635254383087,,1.2006537914276123,,1.0586473941802979,,,
86,1129,,0.14942492544651031,,1.084059715270996,,0.9346347451210022,,,
86,1130,,,,,,,0.2773364186286926,6.2678303718566895,5.990494251251221
86,1130,0.28117501735687256,,1.5187908411026,,1.237615942955017,,,,
87,1139,,0.254456102848053,,1.468155860900879,,1.2136996984481812,,,
87,1143,,,,,,,0.2534227669239044,6.568039894104004,6.314617156982422
87,1143,0.2541615664958954,,1.3155118227005005,,1.0613501071929932,,,,
88,1149,,0.21422459185123444,,1.0860430002212524,,0.8718183636665344,,,
88,1156,,,,,,,0.2330414056777954,6.3270955085754395,6.094053745269775
88,1156,0.21945561468601227,,1.3246254920959473,,1.1051698923110962,,,,
89,1159,,0.18261756002902985,,2.379621982574463,,2.1970043182373047,,,
89,1169,,0.165615975856781,,3.2093570232391357,,3.04374098777771,,,
89,1169,,,,,,,0.22993779182434082,5.534529685974121,5.304591655731201
89,1169,0.217695951461792,,1.6873095035552979,,1.469613790512085,,,,
90,1179,,0.20168636739253998,,2.353806972503662,,2.152120590209961,,,
90,1182,,,,,,,0.22642597556114197,5.727436065673828,5.501010894775391
90,1182,0.21124742925167084,,1.5182257890701294,,1.3069783449172974,,,,
91,1189,,0.3518734872341156,,1.1329169273376465,,0.7810434699058533,,,
91,1195,,,,,,,0.21923476457595825,5.704728126525879,5.4854936599731445
91,1195,0.21207329630851746,,1.3572815656661987,,1.1452082395553589,,,,
92,1199,,0.06983727961778641,,0.526043713092804,,0.45620644092559814,,,
92,1208,,,,,,,0.2091706395149231,8.641510009765625,8.432339668273926
92,1208,0.2011575996875763,,1.0086095333099365,,0.8074520230293274,,,,
93,1209,,0.11717104911804199,,0.22220320999622345,,0.10503216087818146,,,
93,1219,,0.1453762799501419,,0.44994229078292847,,0.30456599593162537,,,
93,1221,,,,,,,0.20844006538391113,9.360876083374023,9.152436256408691
93,1221,0.17757047712802887,,1.1661628484725952,,0.9885925054550171,,,,
94,1229,,0.10806076973676682,,0.3706202208995819,,0.2625594437122345,,,
94,1234,,,,,,,0.20911261439323425,7.39400577545166,7.184893608093262
94,1234,0.19044022262096405,,1.1958173513412476,,1.0053774118423462,,,,
95,1239,,0.1156647801399231,,1.4259462356567383,,1.3102813959121704,,,
95,1247,,,,,,,0.21652887761592865,7.43937349319458,7.222844123840332
95,1247,0.20359182357788086,,1.1273289918899536,,0.9237372279167175,,,,
96,1249,,0.17662958800792694,,0.207654669880867,,0.031025083735585213,,,
96,1259,,0.2190421223640442,,0.6322966814041138,,0.4132545590400696,,,
96,1260,,,,,,,0.20266704261302948,9.403172492980957,9.200506210327148
96,1260,0.19394786655902863,,1.0453133583068848,,0.8513655662536621,,,,
97,1269,,0.27560728788375854,,2.892420530319214,,2.6168131828308105,,,
97,1273,,,,,,,0.18770352005958557,12.749410629272461,12.561707496643066
97,1273,0.17335262894630432,,0.7219477295875549,,0.5485949516296387,,,,
98,1279,,0.12037476897239685,,0.9772125482559204,,0.856837809085846,,,
98,1286,,,,,,,0.17420423030853271,10.752875328063965,10.578670501708984
98,1286,0.1724318116903305,,0.7390848398208618,,0.5666528940200806,,,,
99,1289,,0.17029601335525513,,0.8651221990585327,,0.6948261857032776,,,
99,1299,,0.10941721498966217,,0.1186370700597763,,0.009219855070114136,,,
99,1299,,,,,,,0.1737753450870514,7.007704734802246,6.833929061889648
99,1299,0.15989720821380615,,0.9226817488670349,,0.7627844214439392,,,,
