train_loss_step,train_task_loss_step,train_concept_loss_step,epoch,step,val_loss,val_task_loss,val_concept_loss,train_loss_epoch,train_task_loss_epoch,train_concept_loss_epoch
5.308104515075684,4.641861438751221,0.6662428379058838,0,9,,,,,,
5.659485340118408,5.104047775268555,0.5554376244544983,0,19,,,,,,
3.860954761505127,3.315080165863037,0.5458745360374451,0,29,,,,,,
3.3077917098999023,2.7502970695495605,0.5574945211410522,0,39,,,,,,
,,,0,45,3.5976738929748535,3.0075197219848633,0.5901535749435425,,,
,,,0,45,,,,10.612415313720703,10.007800102233887,0.6046121716499329
5.244970321655273,4.61959171295166,0.625378429889679,1,49,,,,,,
18.817157745361328,18.209840774536133,0.6073167324066162,1,59,,,,,,
1.619692325592041,1.1320741176605225,0.48761823773384094,1,69,,,,,,
0.794085681438446,0.10077709704637527,0.6933085918426514,1,79,,,,,,
0.8773372173309326,0.24437519907951355,0.6329619884490967,1,89,,,,,,
,,,1,91,11.395995140075684,10.816370964050293,0.5796228051185608,,,
,,,1,91,,,,4.121993064880371,3.517146110534668,0.6048463582992554
2.8412041664123535,2.2942934036254883,0.54691082239151,2,99,,,,,,
8.011564254760742,7.336132049560547,0.6754319667816162,2,109,,,,,,
5.120731830596924,4.501716613769531,0.6190151572227478,2,119,,,,,,
4.707955360412598,4.089079856872559,0.6188756227493286,2,129,,,,,,
,,,2,137,7.272326946258545,6.693613052368164,0.5787134170532227,,,
,,,2,137,,,,3.850507974624634,3.2428414821624756,0.6076666116714478
2.6300735473632812,2.0778615474700928,0.5522120594978333,3,139,,,,,,
1.5564143657684326,1.0336834192276,0.5227309465408325,3,149,,,,,,
4.03341817855835,3.5067293643951416,0.5266889929771423,3,159,,,,,,
3.637057304382324,2.8600072860717773,0.7770500183105469,3,169,,,,,,
3.976792097091675,3.3845081329345703,0.5922839045524597,3,179,,,,,,
,,,3,183,3.5313799381256104,2.9149811267852783,0.6163987517356873,,,
,,,3,183,,,,4.021141529083252,3.4312822818756104,0.5898596048355103
1.5478116273880005,0.9894103407859802,0.5584012866020203,4,189,,,,,,
2.780337333679199,2.1443214416503906,0.6360158324241638,4,199,,,,,,
2.996628999710083,2.33437442779541,0.6622545719146729,4,209,,,,,,
6.179080963134766,5.589982986450195,0.5890979170799255,4,219,,,,,,
0.6636741161346436,0.014081682078540325,0.6495924592018127,4,229,,,,,,
,,,4,229,4.485349655151367,3.893613338470459,0.5917361974716187,,,
,,,4,229,,,,6.235105037689209,5.63584041595459,0.5992660522460938
2.673426389694214,2.1522514820098877,0.521174967288971,5,239,,,,,,
4.792576789855957,4.200217247009277,0.5923593044281006,5,249,,,,,,
4.942648887634277,4.3675312995910645,0.575117826461792,5,259,,,,,,
2.4728236198425293,1.8880131244659424,0.5848106145858765,5,269,,,,,,
,,,5,275,5.647456169128418,5.06157112121582,0.5858854651451111,,,
,,,5,275,,,,4.062524795532227,3.4941203594207764,0.5684047341346741
1.6663130521774292,0.9298973679542542,0.736415684223175,6,279,,,,,,
0.48689764738082886,0.0001872032880783081,0.48671045899391174,6,289,,,,,,
1.7543774843215942,1.190755844116211,0.5636216402053833,6,299,,,,,,
4.509402275085449,3.884986162185669,0.6244163513183594,6,309,,,,,,
4.95699405670166,4.4045796394348145,0.5524142384529114,6,319,,,,,,
,,,6,321,2.910753011703491,2.3573687076568604,0.55338454246521,,,
,,,6,321,,,,3.6855876445770264,3.1332051753997803,0.552382230758667
3.256701946258545,2.678910493850708,0.5777913928031921,7,329,,,,,,
2.191318988800049,1.7549388408660889,0.4363800287246704,7,339,,,,,,
4.736291885375977,4.229495525360107,0.5067961812019348,7,349,,,,,,
2.9493637084960938,2.2692155838012695,0.6801482439041138,7,359,,,,,,
,,,7,367,2.7877695560455322,2.133514404296875,0.654255211353302,,,
,,,7,367,,,,5.249439716339111,4.637836456298828,0.6116026639938354
3.5201058387756348,2.8923630714416504,0.6277428865432739,8,369,,,,,,
5.205869674682617,4.68418550491333,0.5216844081878662,8,379,,,,,,
1.3082984685897827,0.7421073913574219,0.5661910772323608,8,389,,,,,,
1.3310459852218628,0.8229225873947144,0.5081233978271484,8,399,,,,,,
2.5956461429595947,2.060046672821045,0.535599410533905,8,409,,,,,,
,,,8,413,3.480891704559326,2.9147427082061768,0.5661488175392151,,,
,,,8,413,,,,2.942152261734009,2.374370813369751,0.5677814483642578
1.9043127298355103,1.353935718536377,0.5503770112991333,9,419,,,,,,
5.785419464111328,5.188901424407959,0.5965179204940796,9,429,,,,,,
1.6293717622756958,1.0744374990463257,0.5549342632293701,9,439,,,,,,
4.610104084014893,3.855112314224243,0.754991888999939,9,449,,,,,,
0.5520745515823364,9.809221410250757e-06,0.5520647168159485,9,459,,,,,,
,,,9,459,3.750127077102661,3.15391206741333,0.5962151885032654,,,
,,,9,459,,,,3.9048945903778076,3.3074495792388916,0.5974452495574951
3.2861976623535156,2.680367946624756,0.6058297157287598,10,469,,,,,,
2.1067090034484863,1.5293670892715454,0.5773418545722961,10,479,,,,,,
1.8660800457000732,1.2159318923950195,0.6501481533050537,10,489,,,,,,
1.8946588039398193,1.241001844406128,0.6536568999290466,10,499,,,,,,
,,,10,505,15.127909660339355,14.546659469604492,0.5812484622001648,,,
,,,10,505,,,,3.68864369392395,3.1061959266662598,0.5824486017227173
1.1414220333099365,0.5340936779975891,0.6073283553123474,11,509,,,,,,
7.556556701660156,6.906582832336426,0.64997398853302,11,519,,,,,,
3.940889358520508,3.3977298736572266,0.5431596040725708,11,529,,,,,,
