c_accuracy,c_auc,c_f1,y_accuracy,y_auc,y_f1,concept_loss,task_loss,loss,avg_c_y_acc,epoch,step,val_c_accuracy,val_c_auc,val_c_f1,val_y_accuracy,val_y_auc,val_y_f1,val_concept_loss,val_task_loss,val_loss,val_avg_c_y_acc
0.9545454545454543,0.6904761904761905,0.6783718496343083,0.8636363636363636,0.47368421052631576,0.0,0.3432942032814026,0.4227822422981262,0.7660764455795288,0.909090909090909,0,9,,,,,,,,,,
,,,,,,,,,,0,9,0.9487179487179487,0.5647130647130647,0.551307855961247,0.8333333333333334,0.3509129759129759,0.0,0.26021188497543335,0.5010358095169067,0.7612476944923401,0.8910256410256411
0.9242424242424243,0.6428571428571429,0.6221619949559338,0.7272727272727273,0.4791666666666667,0.0,0.24428556859493256,0.7169503569602966,0.9612359404563904,0.8257575757575758,1,19,,,,,,,,,,
,,,,,,,,,,1,19,0.9487179487179487,0.5647130647130647,0.551307855961247,0.8333333333333334,0.9549632757179927,0.0,0.18506953120231628,0.41875365376472473,0.603823184967041,0.8910256410256411
0.9220779220779219,0.5714285714285714,0.5508202108599162,0.9090909090909091,0.95,0.0,0.2743341624736786,0.2553557753562927,0.5296899080276489,0.9155844155844155,2,29,,,,,,,,,,
,,,,,,,,,,2,29,0.9487179487179487,0.5647130647130647,0.551307855961247,0.8333333333333334,0.1471701778305552,0.0,0.17447154223918915,0.9402360320091248,1.114707589149475,0.8910256410256411
0.9393939393939392,0.6428571428571429,0.6267167009043683,0.8181818181818182,0.8958333333333335,0.0,0.17762643098831177,0.3172649145126343,0.49489134550094604,0.8787878787878787,3,39,,,,,,,,,,
,,,,,,,,,,3,39,0.9487179487179487,0.5647130647130647,0.551307855961247,0.8333333333333334,0.9605928662532437,0.0,0.16103079915046692,0.319351464509964,0.4803822934627533,0.8910256410256411
0.9718614718614718,0.7619047619047619,0.7545991359296603,0.9090909090909091,0.6666666666666667,0.0,0.10218074172735214,0.3040222227573395,0.4062029719352722,0.9404761904761905,4,49,,,,,,,,,,
,,,,,,,,,,4,49,0.9487179487179487,0.5647130647130647,0.551307855961247,0.8333333333333334,0.9648150591546818,0.0,0.14799855649471283,0.4524078369140625,0.6004064083099365,0.8910256410256411
0.9675324675324675,0.7857142857142857,0.7771351270703027,0.9090909090909091,0.8571428571428572,0.0,0.11923456937074661,0.1820962280035019,0.3013308048248291,0.9383116883116882,5,59,,,,,,,,,,
,,,,,,,,,,5,59,0.9487179487179487,0.5647130647130647,0.551307855961247,0.8333333333333334,0.9514860139860141,0.0,0.13837918639183044,0.3026975989341736,0.4410768151283264,0.8910256410256411
0.9177489177489178,0.5714285714285714,0.5495730453270361,0.9545454545454546,1.0,0.8571428571428571,0.20930598676204681,0.17072099447250366,0.38002699613571167,0.9361471861471862,6,69,,,,,,,,,,
,,,,,,,,,,6,69,0.9487179487179487,0.5647130647130647,0.551307855961247,0.8333333333333334,0.9423379293662313,0.0,0.1582537144422531,0.2901918590068817,0.44844552874565125,0.8910256410256411
0.9675324675324675,0.7857142857142857,0.7772221386191082,0.9090909090909091,0.9649122807017544,0.5,0.10797318816184998,0.17265325784683228,0.28062644600868225,0.9383116883116882,7,79,,,,,,,,,,
,,,,,,,,,,7,79,0.9487179487179487,0.5647130647130647,0.551307855961247,0.8333333333333334,0.9662224567884946,0.0,0.13710209727287292,0.2394353598356247,0.3765374720096588,0.8910256410256411
0.9285714285714284,0.5714285714285714,0.5525538574724218,0.9545454545454546,0.9649122807017544,0.8,0.15657071769237518,0.12833286821842194,0.2849035859107971,0.9415584415584415,8,89,,,,,,,,,,
,,,,,,,,,,8,89,0.9487179487179487,0.5647130647130647,0.551307855961247,0.8974358974358975,0.9545216314084239,0.6262443438914028,0.1314959079027176,0.23671086132526398,0.36820676922798157,0.9230769230769231
0.8896103896103897,0.5714285714285714,0.5414025288632397,0.7727272727272727,0.9294117647058824,0.0,0.27778860926628113,0.3382171392440796,0.6160057783126831,0.8311688311688312,9,99,,,,,,,,,,
,,,,,,,,,,9,99,0.9487179487179487,0.5647130647130647,0.551307855961247,0.8333333333333334,0.9446698479717347,0.0,0.14831463992595673,0.22674869000911713,0.37506330013275146,0.8910256410256411
0.9372294372294372,0.6190476190476191,0.6024449409183225,0.9545454545454546,0.9583333333333334,0.8571428571428571,0.16464948654174805,0.16293200850486755,0.3275814950466156,0.9458874458874459,10,109,,,,,,,,,,
,,,,,,,,,,10,109,0.9487179487179487,0.5647130647130647,0.551307855961247,0.8333333333333334,0.956632727859143,0.0,0.13631586730480194,0.21057899296283722,0.34689489006996155,0.8910256410256411
0.9523809523809523,0.7142857142857143,0.7015068259742626,0.8181818181818182,0.9444444444444444,0.0,0.15669088065624237,0.1935597062110901,0.35025060176849365,0.8852813852813852,11,119,,,,,,,,,,
,,,,,,,,,,11,119,0.9487179487179487,0.5647130647130647,0.551307855961247,0.9230769230769231,0.9608549207605811,0.7481781376518218,0.1288250833749771,0.2621300518512726,0.3909551501274109,0.9358974358974359
0.8636363636363636,0.5476190476190477,0.5102703775222422,0.8181818181818182,0.9411764705882353,0.5,0.30720430612564087,0.2394239455461502,0.5466282367706299,0.8409090909090909,12,129,,,,,,,,,,
,,,,,,,,,,12,129,0.9487179487179487,0.5647130647130647,0.551307855961247,0.8333333333333334,0.9594475231267685,0.0,0.13787111639976501,0.5102935433387756,0.6481646299362183,0.8910256410256411
0.9480519480519479,0.6904761904761905,0.67678180744788,1.0,1.0,1.0,0.14114892482757568,0.16741591691970825,0.30856484174728394,0.974025974025974,13,139,,,,,,,,,,
,,,,,,,,,,13,139,0.9487179487179487,0.5647130647130647,0.551307855961247,0.9102564102564102,0.9594475231267685,0.6905982905982905,0.12438780069351196,0.3090883493423462,0.43347612023353577,0.9294871794871795
