train_loss_step,train_concept_loss_step,train_task_loss_step,epoch,step,val_loss,val_concept_loss,val_task_loss,train_loss_epoch,train_concept_loss_epoch,train_task_loss_epoch
16.658206939697266,0.667777955532074,15.990428924560547,0,9,,,,,,
,,,0,15,14.372182846069336,0.635157585144043,13.737025260925293,,,
,,,0,15,,,,16.88425636291504,0.6714852452278137,16.212772369384766
12.723897933959961,0.6355882883071899,12.088309288024902,1,19,,,,,,
8.764646530151367,0.6096891164779663,8.15495777130127,1,29,,,,,,
,,,1,31,7.126974105834961,0.5766565203666687,6.55031681060791,,,
,,,1,31,,,,10.982721328735352,0.6196709275245667,10.363051414489746
5.422784805297852,0.6437116861343384,4.779073238372803,2,39,,,,,,
,,,2,47,3.068333148956299,0.6321942210197449,2.436138868331909,,,
,,,2,47,,,,4.857346534729004,0.6302216053009033,4.22712516784668
4.412130832672119,0.6471776366233826,3.764953374862671,3,49,,,,,,
3.110775947570801,0.6542982459068298,2.456477642059326,3,59,,,,,,
,,,3,63,2.956564426422119,0.5923892855644226,2.3641750812530518,,,
,,,3,63,,,,3.828085422515869,0.6744841933250427,3.1536014080047607
5.700437545776367,0.6442247033119202,5.056212902069092,4,69,,,,,,
0.8846163153648376,0.5299574136734009,0.35465890169143677,4,79,,,,,,
,,,4,79,2.815333366394043,0.5274587869644165,2.287874698638916,,,
,,,4,79,,,,3.5652244091033936,0.607234537601471,2.9579896926879883
2.623150587081909,0.5583145618438721,2.064836025238037,5,89,,,,,,
,,,5,95,2.7020199298858643,0.5122841000556946,2.1897358894348145,,,
,,,5,95,,,,3.410897970199585,0.5584889650344849,2.8524088859558105
2.8956029415130615,0.5441833138465881,2.351419687271118,6,99,,,,,,
4.478816986083984,0.5731112957000732,3.905705451965332,6,109,,,,,,
,,,6,111,2.606536626815796,0.5023851990699768,2.104151725769043,,,
,,,6,111,,,,3.246744394302368,0.5527775287628174,2.6939663887023926
3.4514994621276855,0.5162639021873474,2.9352355003356934,7,119,,,,,,
,,,7,127,2.5449838638305664,0.4867101311683655,2.0582735538482666,,,
,,,7,127,,,,3.1355011463165283,0.5317695736885071,2.603731632232666
2.4073288440704346,0.513461172580719,1.8938677310943604,8,129,,,,,,
3.6704611778259277,0.5320817232131958,3.1383795738220215,8,139,,,,,,
,,,8,143,2.4614357948303223,0.47866183519363403,1.982774019241333,,,
,,,8,143,,,,3.057269811630249,0.52359938621521,2.533670663833618
3.891836643218994,0.5020776391029358,3.389759063720703,9,149,,,,,,
1.8658562898635864,0.4953702688217163,1.3704860210418701,9,159,,,,,,
,,,9,159,2.387814998626709,0.4717690348625183,1.9160456657409668,,,
,,,9,159,,,,2.9536821842193604,0.5058194994926453,2.447862386703491
3.4337782859802246,0.5490413308143616,2.884737014770508,10,169,,,,,,
,,,10,175,2.3216922283172607,0.4662090539932251,1.8554829359054565,,,
,,,10,175,,,,2.854325771331787,0.5060378313064575,2.348287343978882
1.9121040105819702,0.49537578225135803,1.4167282581329346,11,179,,,,,,
1.7557584047317505,0.471780925989151,1.2839775085449219,11,189,,,,,,
,,,11,191,2.287015676498413,0.4579300284385681,1.8290858268737793,,,
,,,11,191,,,,2.7505743503570557,0.4921805262565613,2.2583935260772705
2.40659761428833,0.48249244689941406,1.9241052865982056,12,199,,,,,,
,,,12,207,2.2020561695098877,0.4584302604198456,1.7436261177062988,,,
,,,12,207,,,,2.666593313217163,0.4868773818016052,2.179715871810913
1.9212427139282227,0.45909756422042847,1.4621450901031494,13,209,,,,,,
2.883124589920044,0.4853818714618683,2.397742748260498,13,219,,,,,,
,,,13,223,2.1849191188812256,0.4520561993122101,1.732863187789917,,,
,,,13,223,,,,2.575446128845215,0.4863550364971161,2.0890913009643555
3.7403151988983154,0.47891226410865784,3.2614028453826904,14,229,,,,,,
6.233296871185303,0.539552628993988,5.69374418258667,14,239,,,,,,
,,,14,239,2.1519088745117188,0.446831613779068,1.7050771713256836,,,
,,,14,239,,,,2.5476338863372803,0.4826602041721344,2.064973831176758
3.427529811859131,0.4805975556373596,2.946932315826416,15,249,,,,,,
,,,15,255,2.1411659717559814,0.44269463419914246,1.6984714269638062,,,
,,,15,255,,,,2.5061159133911133,0.47316446900367737,2.0329511165618896
2.0724868774414062,0.48152321577072144,1.59096360206604,16,259,,,,,,
3.295365571975708,0.47804179787635803,2.817323684692383,16,269,,,,,,
,,,16,271,2.1324281692504883,0.43640467524528503,1.6960234642028809,,,
,,,16,271,,,,2.4231410026550293,0.46909967064857483,1.9540414810180664
1.6155768632888794,0.427686482667923,1.1878904104232788,17,279,,,,,,
,,,17,287,2.130918025970459,0.4315626919269562,1.6993554830551147,,,
,,,17,287,,,,2.4580435752868652,0.4654080867767334,1.992635726928711
2.454289674758911,0.45424824953079224,2.0000414848327637,18,289,,,,,,
3.0327601432800293,0.45581573247909546,2.576944351196289,18,299,,,,,,
,,,18,303,2.0894157886505127,0.43268927931785583,1.656726360321045,,,
,,,18,303,,,,2.4276938438415527,0.46061697602272034,1.9670768976211548
1.5378375053405762,0.44469165802001953,1.0931458473205566,19,309,,,,,,
0.43450433015823364,0.41800692677497864,0.0164974145591259,19,319,,,,,,
,,,19,319,2.077542781829834,0.4292204678058624,1.648322343826294,,,
,,,19,319,,,,2.3493382930755615,0.4598275125026703,1.8895107507705688
1.9138621091842651,0.4468251168727875,1.4670369625091553,20,329,,,,,,
,,,20,335,2.0727040767669678,0.4250577688217163,1.6476463079452515,,,
,,,20,335,,,,2.3276822566986084,0.4579651355743408,1.8697172403335571
2.160316228866577,0.46201303601264954,1.69830322265625,21,339,,,,,,
3.2375071048736572,0.45208409428596497,2.7854230403900146,21,349,,,,,,
,,,21,351,2.1570987701416016,0.41911232471466064,1.7379865646362305,,,
,,,21,351,,,,2.323308229446411,0.45302271842956543,1.8702853918075562
2.733307361602783,0.46595239639282227,2.267354965209961,22,359,,,,,,
,,,22,367,2.044740676879883,0.4228553771972656,1.6218854188919067,,,
,,,22,367,,,,2.324953317642212,0.4520958662033081,1.8728575706481934
1.7104778289794922,0.45180875062942505,1.2586690187454224,23,369,,,,,,
2.446897268295288,0.44269588589668274,2.0042014122009277,23,379,,,,,,
,,,23,383,2.0620276927948,0.4185657501220703,1.6434619426727295,,,
,,,23,383,,,,2.3130266666412354,0.44898855686187744,1.864038109779358
2.5935370922088623,0.4548075497150421,2.1387295722961426,24,389,,,,,,
6.25377893447876,0.4517628252506256,5.802016258239746,24,399,,,,,,
,,,24,399,2.0735116004943848,0.4127283990383148,1.660783052444458,,,
,,,24,399,,,,2.3164522647857666,0.45037588477134705,1.8660762310028076
0.9679222106933594,0.40942320227622986,0.5584990382194519,25,409,,,,,,
,,,25,415,2.026261806488037,0.4090045094490051,1.6172572374343872,,,
,,,25,415,,,,2.2668139934539795,0.4405331611633301,1.8262805938720703
1.6012747287750244,0.4280385673046112,1.1732361316680908,26,419,,,,,,
2.985119342803955,0.45397624373435974,2.5311431884765625,26,429,,,,,,
,,,26,431,2.058251142501831,0.4079853892326355,1.6502658128738403,,,
,,,26,431,,,,2.246466636657715,0.4395356774330139,1.8069311380386353
2.9210329055786133,0.46873965859413147,2.4522931575775146,27,439,,,,,,
,,,27,447,2.026278018951416,0.40849265456199646,1.6177853345870972,,,
,,,27,447,,,,2.2233035564422607,0.4388757348060608,1.784427523612976
2.025803804397583,0.44347190856933594,1.582331895828247,28,449,,,,,,
2.31561541557312,0.42904236912727356,1.8865729570388794,28,459,,,,,,
,,,28,463,2.057964563369751,0.4070896804332733,1.6508749723434448,,,
,,,28,463,,,,2.229680061340332,0.4395810663700104,1.7900991439819336
