val_loss,epoch,step,train_loss,train_task_loss,train_concept_loss
0.497104674577713,72,1167,,,
,72,1167,0.2698700428009033,0.1343548595905304,0.13551516830921173
0.49552804231643677,73,1183,,,
,73,1183,0.23982666432857513,0.10845974832773209,0.13136690855026245
0.49752408266067505,74,1199,,,
,74,1199,0.22338688373565674,0.09256920963525772,0.13081765174865723
0.5105447173118591,75,1215,,,
,75,1215,0.22752666473388672,0.09355059266090393,0.1339760571718216
0.5044440031051636,76,1231,,,
,76,1231,0.22650042176246643,0.09464715421199799,0.13185325264930725
0.503201961517334,77,1247,,,
,77,1247,0.23667673766613007,0.10532771050930023,0.13134904205799103
0.5192621350288391,78,1263,,,
,78,1263,0.21071794629096985,0.07869038730859756,0.13202756643295288
0.524394690990448,79,1279,,,
,79,1279,0.2273644655942917,0.09663337469100952,0.13073112070560455
0.5227820873260498,80,1295,,,
,80,1295,0.2121753990650177,0.08420469611883163,0.12797069549560547
0.5199171304702759,81,1311,,,
,81,1311,0.2159520834684372,0.08561890572309494,0.13033318519592285
0.5262196660041809,82,1327,,,
,82,1327,0.2141272872686386,0.0835627093911171,0.13056457042694092
0.5269721746444702,83,1343,,,
,83,1343,0.22587436437606812,0.09411435574293137,0.13176000118255615
0.5276905298233032,84,1359,,,
,84,1359,0.21557481586933136,0.08572304248809814,0.12985175848007202
0.5322104096412659,85,1375,,,
,85,1375,0.22054652869701385,0.09032925218343735,0.1302172988653183
0.5329394340515137,86,1391,,,
,86,1391,0.20750367641448975,0.07696303725242615,0.1305406391620636
0.5341935157775879,87,1407,,,
,87,1407,0.19311238825321198,0.06503603607416153,0.12807634472846985
0.5449756383895874,88,1423,,,
,88,1423,0.21657875180244446,0.08768605440855026,0.1288927048444748
0.5405874848365784,89,1439,,,
,89,1439,0.20541945099830627,0.07537344843149185,0.13004598021507263
0.5392377972602844,90,1455,,,
,90,1455,0.2023865282535553,0.07202663272619247,0.13035990297794342
0.5433198809623718,91,1471,,,
,91,1471,0.20626041293144226,0.0786077156662941,0.12765270471572876
0.5438373684883118,92,1487,,,
,92,1487,0.22769534587860107,0.09902501851320267,0.128670334815979
0.5581740140914917,93,1503,,,
,93,1503,0.21298609673976898,0.08364759385585785,0.12933850288391113
0.545932412147522,94,1519,,,
,94,1519,0.2095465511083603,0.07694987952709198,0.13259665668010712
0.5436892509460449,95,1535,,,
,95,1535,0.20974086225032806,0.08116237819194794,0.12857851386070251
0.5462157726287842,96,1551,,,
,96,1551,0.20077922940254211,0.07202509790658951,0.12875409424304962
0.5489013195037842,97,1567,,,
,97,1567,0.20194745063781738,0.07580046355724335,0.12614697217941284
0.5523756742477417,98,1583,,,
,98,1583,0.1984432488679886,0.07001005113124847,0.1284332126379013
0.5539429783821106,99,1599,,,
,99,1599,0.19945362210273743,0.07183145731687546,0.12762215733528137
