train_loss_step,train_concept_loss_step,train_task_loss_step,epoch,step,val_loss,val_concept_loss,val_task_loss,val_logit_min,val_logit_mean,val_logit_max,val_best_threshold,val_best_mcc,train_loss_epoch,train_concept_loss_epoch,train_task_loss_epoch
,,,31,511,1.0959404706954956,0.15193872153759003,1.0199710130691528,-0.18441689014434814,-0.1784380078315735,-0.11442482471466064,0.10000000149011612,0.0,,,
,,,31,511,,,,,,,,,1.2721084356307983,0.2631858289241791,1.1405154466629028
0.9467180967330933,0.20960135757923126,0.8419173955917358,32,519,,,,,,,,,,,
,,,32,527,1.0934820175170898,0.14436301589012146,1.0213005542755127,-0.33062487840652466,-0.3223671317100525,-0.3077760934829712,0.10000000149011612,0.0,,,
,,,32,527,,,,,,,,,1.2893834114074707,0.26581668853759766,1.1564748287200928
0.7486734986305237,0.16475923359394073,0.6662938594818115,33,529,,,,,,,,,,,
1.2777063846588135,0.2470008283853531,1.1542059183120728,33,539,,,,,,,,,,,
,,,33,543,1.1308735609054565,0.16861824691295624,1.0465644598007202,-0.009792089462280273,0.08849124610424042,0.1349714994430542,0.5,0.08971110731363297,,,
,,,33,543,,,,,,,,,1.2787119150161743,0.2633378803730011,1.1470428705215454
1.2458134889602661,0.2692103683948517,1.1112083196640015,34,549,,,,,,,,,,,
2.1637847423553467,0.4094437062740326,1.959062933921814,34,559,,,,,,,,,,,
,,,34,559,1.0725480318069458,0.16059288382530212,0.9922515749931335,-0.175686776638031,-0.09836969524621964,0.08316528797149658,0.5,0.5579133629798889,,,
,,,34,559,,,,,,,,,1.2916704416275024,0.2629363238811493,1.1602022647857666
1.321492075920105,0.26699215173721313,1.1879960298538208,35,569,,,,,,,,,,,
,,,35,575,1.1032800674438477,0.16317032277584076,1.0216947793960571,-0.14611899852752686,-0.08438928425312042,-0.02637481689453125,0.10000000149011612,0.0,,,
,,,35,575,,,,,,,,,1.2935750484466553,0.2714599370956421,1.1578452587127686
1.4173674583435059,0.250862717628479,1.2919361591339111,36,579,,,,,,,,,,,
1.1380470991134644,0.25002220273017883,1.0130360126495361,36,589,,,,,,,,,,,
,,,36,591,1.1198248863220215,0.1668016016483307,1.0364240407943726,-0.10389149188995361,-0.02767077274620533,0.06251472234725952,0.5,0.01982336863875389,,,
,,,36,591,,,,,,,,,1.2893725633621216,0.2643825113773346,1.1571813821792603
1.4134981632232666,0.2859586477279663,1.2705187797546387,37,599,,,,,,,,,,,
,,,37,607,1.151659369468689,0.1694209724664688,1.0669488906860352,0.09011614322662354,0.17616012692451477,0.17747044563293457,0.10000000149011612,0.0,,,
,,,37,607,,,,,,,,,1.276499629020691,0.26574334502220154,1.1436281204223633
1.322632074356079,0.2780991494655609,1.1835825443267822,38,609,,,,,,,,,,,
0.8783146142959595,0.18439863622188568,0.786115288734436,38,619,,,,,,,,,,,
,,,38,623,1.1132794618606567,0.15740542113780975,1.034576654434204,-0.1893223524093628,0.016683274880051613,0.21161800622940063,0.550000011920929,0.1833839863538742,,,
,,,38,623,,,,,,,,,1.2803493738174438,0.2662612199783325,1.1472188234329224
1.152273416519165,0.2747149169445038,1.014915943145752,39,629,,,,,,,,,,,
0.7946754097938538,0.24863173067569733,0.6703595519065857,39,639,,,,,,,,,,,
,,,39,639,1.130772590637207,0.15833356976509094,1.0516055822372437,-0.07282239198684692,-0.0045644124038517475,0.03186827898025513,0.10000000149011612,0.0,,,
,,,39,639,,,,,,,,,1.2863590717315674,0.26442766189575195,1.1541452407836914
1.1572284698486328,0.23397645354270935,1.0402402877807617,40,649,,,,,,,,,,,
,,,40,655,1.1250687837600708,0.16596929728984833,1.0420842170715332,-0.025399208068847656,0.03426174819469452,0.11766839027404785,0.10000000149011612,0.0,,,
,,,40,655,,,,,,,,,1.2849230766296387,0.26452988386154175,1.1526581048965454
1.0345680713653564,0.21448926627635956,0.9273234009742737,41,659,,,,,,,,,,,
1.5629422664642334,0.29275572299957275,1.4165644645690918,41,669,,,,,,,,,,,
,,,41,671,1.0920552015304565,0.15070508420467377,1.0167027711868286,-0.18236762285232544,-0.11480294167995453,-0.014856994152069092,0.10000000149011612,0.0,,,
,,,41,671,,,,,,,,,1.2848167419433594,0.2684551477432251,1.1505892276763916
1.646386742591858,0.3667266070842743,1.4630234241485596,42,679,,,,,,,,,,,
,,,42,687,1.0933576822280884,0.15843093395233154,1.0141422748565674,-0.2722126245498657,-0.1853446215391159,0.04521423578262329,0.44999998807907104,0.12252230197191238,,,
,,,42,687,,,,,,,,,1.2896156311035156,0.264783650636673,1.1572237014770508
1.0197709798812866,0.19512033462524414,0.9222108125686646,43,689,,,,,,,,,,,
1.3437412977218628,0.27153611183166504,1.2079732418060303,43,699,,,,,,,,,,,
,,,43,703,1.1037763357162476,0.19639921188354492,1.005576729774475,-0.3372270464897156,-0.2113896906375885,-0.09240281581878662,0.44999998807907104,0.21815942227840424,,,
,,,43,703,,,,,,,,,1.297752857208252,0.25905147194862366,1.168227195739746
1.2187615633010864,0.23055392503738403,1.1034846305847168,44,709,,,,,,,,,,,
0.9850450754165649,0.2893465757369995,0.8403717875480652,44,719,,,,,,,,,,,
,,,44,719,1.1300853490829468,0.17321673035621643,1.0434770584106445,0.11336159706115723,0.18693609535694122,0.38140690326690674,0.550000011920929,0.28633618354797363,,,
,,,44,719,,,,,,,,,1.2847784757614136,0.2722427248954773,1.148657202720642
1.2504491806030273,0.2696988880634308,1.1155997514724731,45,729,,,,,,,,,,,
,,,45,735,1.1205849647521973,0.17575779557228088,1.0327060222625732,-0.12150424718856812,-0.09698234498500824,0.014144957065582275,0.10000000149011612,0.0,,,
,,,45,735,,,,,,,,,1.2857202291488647,0.26480135321617126,1.1533195972442627
1.2459033727645874,0.283707857131958,1.1040494441986084,46,739,,,,,,,,,,,
1.3120789527893066,0.270325243473053,1.1769163608551025,46,749,,,,,,,,,,,
,,,46,751,1.135358452796936,0.16370494663715363,1.0535060167312622,-0.13639980554580688,-0.005742847919464111,0.06612271070480347,0.10000000149011612,0.0,,,
,,,46,751,,,,,,,,,1.2810927629470825,0.27057507634162903,1.1458052396774292
1.0974628925323486,0.24466447532176971,0.9751306176185608,47,759,,,,,,,,,,,
,,,47,767,1.1104769706726074,0.1587752103805542,1.0310893058776855,-0.20811200141906738,-0.0742625743150711,0.1048588752746582,0.5,0.367794007062912,,,
,,,47,767,,,,,,,,,1.2847154140472412,0.26499143242836,1.1522197723388672
1.0188902616500854,0.2056189477443695,0.9160807728767395,48,769,,,,,,,,,,,
1.522295594215393,0.2726309597492218,1.3859801292419434,48,779,,,,,,,,,,,
,,,48,783,1.1411986351013184,0.17187561094760895,1.0552608966827393,-0.1211959719657898,-0.029066909104585648,0.06885355710983276,0.10000000149011612,0.0,,,
,,,48,783,,,,,,,,,1.2910736799240112,0.2661342918872833,1.1580066680908203
0.9171858429908752,0.19201478362083435,0.8211784362792969,49,789,,,,,,,,,,,
1.2781672477722168,0.1967427134513855,1.1797958612442017,49,799,,,,,,,,,,,
,,,49,799,1.1405935287475586,0.1785670667886734,1.0513099431991577,-0.018233418464660645,0.08035698533058167,0.13407748937606812,0.5,0.047781750559806824,,,
,,,49,799,,,,,,,,,1.294167399406433,0.261848509311676,1.163243293762207
1.2115896940231323,0.26170089840888977,1.0807392597198486,50,809,,,,,,,,,,,
,,,50,815,1.1028590202331543,0.1606501340866089,1.022533893585205,-0.08528697490692139,-0.0593387708067894,0.14175164699554443,0.5,0.1833839863538742,,,
,,,50,815,,,,,,,,,1.2824418544769287,0.2626737356185913,1.1511049270629883
1.5872489213943481,0.3533490002155304,1.4105744361877441,51,819,,,,,,,,,,,
1.4553630352020264,0.2373233586549759,1.3367013931274414,51,829,,,,,,,,,,,
,,,51,831,1.1261253356933594,0.17298278212547302,1.039633870124817,0.059906840324401855,0.12324867397546768,0.3135039210319519,0.550000011920929,0.3219725489616394,,,
,,,51,831,,,,,,,,,1.2932378053665161,0.267509400844574,1.1594831943511963
1.2230095863342285,0.2959776222705841,1.0750207901000977,52,839,,,,,,,,,,,
,,,52,847,1.1113600730895996,0.14970341324806213,1.0365084409713745,-0.05852562189102173,-0.05258464813232422,0.02854210138320923,0.10000000149011612,0.0,,,
,,,52,847,,,,,,,,,1.2893129587173462,0.2692908048629761,1.1546674966812134
1.401503562927246,0.2371196299791336,1.2829437255859375,53,849,,,,,,,,,,,
1.3179057836532593,0.23639097809791565,1.1997102499008179,53,859,,,,,,,,,,,
,,,53,863,1.1189879179000854,0.1746150553226471,1.0316804647445679,-0.11328750848770142,-0.032145190984010696,0.0511510968208313,0.5,0.14169619977474213,,,
,,,53,863,,,,,,,,,1.2871153354644775,0.26067307591438293,1.1567789316177368
1.1173994541168213,0.24227569997310638,0.9962615966796875,54,869,,,,,,,,,,,
1.2980523109436035,0.19721448421478271,1.199445128440857,54,879,,,,,,,,,,,
,,,54,879,1.1159478425979614,0.1470450907945633,1.042425274848938,-0.05106937885284424,0.040848493576049805,0.2722964286804199,0.5,0.05560041964054108,,,
,,,54,879,,,,,,,,,1.2960649728775024,0.26735469698905945,1.162387490272522
