train_c_accuracy,train_c_auc,train_c_f1,train_y_accuracy,train_y_auc,train_y_f1,train_concept_loss,train_task_loss,train_loss,loss,epoch,step,val_c_accuracy,val_c_auc,val_c_f1,val_y_accuracy,val_y_auc,val_y_f1,val_concept_loss,val_task_loss,val_loss
0.9415584206581116,0.48985928297042847,0.12903225421905518,0.8636363744735718,0.15789473056793213,0.0,0.21318791806697845,0.6050716638565063,0.818259596824646,0.818259596824646,0,9,,,,,,,,,
,,,,,,,,,,0,9,0.9487179517745972,0.7354735732078552,0.0,0.8333333134651184,0.2767332196235657,0.0,0.23788060247898102,0.6015498042106628,0.8394303917884827
0.9502164721488953,0.248333141207695,0.0,0.8636363744735718,0.19298246502876282,0.0,0.2133931666612625,0.5107698440551758,0.7241629958152771,0.7241629958152771,1,19,,,,,,,,,
,,,,,,,,,,1,19,0.9487179517745972,0.7711201906204224,0.0,0.8333333134651184,0.2091781347990036,0.0,0.21980568766593933,0.5366367697715759,0.7564425468444824
0.9437229633331299,0.376494824886322,0.0,0.8636363744735718,0.6140351295471191,0.0,0.23028144240379333,0.451672226190567,0.6819536685943604,0.6819536685943604,2,29,,,,,,,,,
,,,,,,,,,,2,29,0.9487179517745972,0.6150710582733154,0.0,0.8333333134651184,0.89022296667099,0.0,0.22584550082683563,0.477572500705719,0.7034180164337158
0.9372294545173645,0.16003699600696564,0.0,0.8636363744735718,1.0,0.0,0.19720320403575897,0.37431398034095764,0.5715171694755554,0.5715171694755554,3,39,,,,,,,,,
,,,,,,,,,,3,39,0.9487179517745972,0.6091397404670715,0.02486402541399002,0.8333333134651184,0.9718520045280457,0.0,0.22230002284049988,0.44884049892425537,0.6711405515670776
0.8939393758773804,0.6020995378494263,0.03921568766236305,0.8181818127632141,0.8888888359069824,0.0,0.3090810477733612,0.4483330547809601,0.7574141025543213,0.7574141025543213,4,49,,,,,,,,,
,,,,,,,,,,4,49,0.9401708841323853,0.6087976694107056,0.04154495522379875,0.8333333134651184,0.9746668934822083,0.0,0.23572292923927307,0.3924274444580078,0.6281504034996033
0.9069263935089111,0.47518694400787354,0.04444444552063942,0.8636363744735718,0.9298245906829834,0.0,0.3008928894996643,0.3357677161693573,0.6366605758666992,0.6366605758666992,5,59,,,,,,,,,
,,,,,,,,,,5,59,0.9389498829841614,0.6099042892456055,0.05484030023217201,0.8333333134651184,0.9746668934822083,0.0,0.23531106114387512,0.3697948455810547,0.6051058769226074
0.9134199023246765,0.4261021912097931,0.1304347813129425,0.7727272510528564,1.0,0.0,0.28340789675712585,0.36257678270339966,0.6459846496582031,0.6459846496582031,6,69,,,,,,,,,
