epoch,step,train_c_logit_mean,train_c_logit_std,train_concept_loss_epoch,train_concept_loss_step,train_loss_epoch,train_loss_step,train_task_loss_epoch,train_task_loss_step,val_concept_loss,val_loss,val_task_loss
25,337,,,0.3657667934894562,,4.817757606506348,,4.451991081237793,,,,
26,339,,,,0.5252950191497803,,3.9799911975860596,,3.4546961784362793,,,
26,349,,,,0.8512629866600037,,2.284106731414795,,1.432843804359436,,,
26,350,-0.5214528441429138,1.8172839879989624,,,,,,,0.65802401304245,22.973186492919922,22.315162658691406
26,350,,,0.7746204733848572,,6.637659549713135,,5.863039493560791,,,,
27,359,,,,0.6214389204978943,,0.6759100556373596,,0.05447112396359444,,,
27,363,0.12650704383850098,2.167309284210205,,,,,,,0.8061951398849487,31.27435874938965,30.468164443969727
27,363,,,0.6516115069389343,,3.4871292114257812,,2.8355178833007812,,,,
28,369,,,,3.639190435409546,,3.639190435409546,,6.104799135096627e-37,,,
28,376,1.6738749742507935,5.875567436218262,,,,,,,1.8362650871276855,215.05331420898438,213.21705627441406
28,376,,,3.507303237915039,,15.151402473449707,,11.644098281860352,,,,
29,379,,,,1.8153491020202637,,42.5030632019043,,40.687713623046875,,,
29,389,,,,4.609892845153809,,4.609892845153809,,0.0,,,
29,389,-5.723196983337402,11.456562995910645,,,,,,,1.9994436502456665,50.836524963378906,48.83707809448242
29,389,,,2.496746778488159,,45.230892181396484,,42.7341423034668,,,,
30,399,,,,7.009674072265625,,48.492942810058594,,41.48326873779297,,,
30,402,-16.03753089904785,29.065153121948242,,,,,,,4.970028400421143,269.585205078125,264.6151428222656
30,402,,,6.146602153778076,,52.64668655395508,,46.50008010864258,,,,
31,409,,,,7.815362930297852,,25.203115463256836,,17.387752532958984,,,
31,415,-12.03760051727295,16.274015426635742,,,,,,,2.0927956104278564,95.4648666381836,93.37206268310547
31,415,,,7.15265417098999,,52.671295166015625,,45.518638610839844,,,,
32,419,,,,2.5182158946990967,,48.46975326538086,,45.9515380859375,,,
32,428,-18.244232177734375,25.649639129638672,,,,,,,3.679091453552246,84.28936767578125,80.61027526855469
32,428,,,4.966250896453857,,63.31661605834961,,58.350364685058594,,,,
33,429,,,,5.748388290405273,,145.92486572265625,,140.17648315429688,,,
33,439,,,,8.951742172241211,,24.350820541381836,,15.399078369140625,,,
33,441,-11.436355590820312,32.16111755371094,,,,,,,7.010634899139404,48.694923400878906,41.684288024902344
33,441,,,8.161418914794922,,46.92412185668945,,38.762699127197266,,,,
34,449,,,,6.34839391708374,,18.807958602905273,,12.459564208984375,,,
34,454,-7.495862007141113,26.14529800415039,,,,,,,5.270999431610107,55.74367141723633,50.47267150878906
34,454,,,7.71176290512085,,27.889301300048828,,20.177539825439453,,,,
