train_loss_step,train_task_loss_step,train_concept_loss_step,epoch,step,val_loss,val_task_loss,val_concept_loss,train_loss_epoch,train_task_loss_epoch,train_concept_loss_epoch
27.893800735473633,27.328990936279297,0.5648090839385986,0,9,,,,,,
,,,0,15,19.449214935302734,18.911666870117188,0.5375484228134155,,,
,,,0,15,,,,20.90735626220703,20.30988121032715,0.5974740386009216
8.499648094177246,7.879045486450195,0.6206026673316956,1,19,,,,,,
8.210551261901855,7.604603290557861,0.6059476137161255,1,29,,,,,,
,,,1,31,7.60592794418335,7.085586071014404,0.5203415751457214,,,
,,,1,31,,,,8.692954063415527,8.071990966796875,0.6209636330604553
3.905025005340576,3.1885299682617188,0.7164949774742126,2,39,,,,,,
,,,2,47,5.538231372833252,5.059688568115234,0.47854194045066833,,,
,,,2,47,,,,7.084133625030518,6.455732822418213,0.6284006834030151
2.0846736431121826,1.4751142263412476,0.6095594167709351,3,49,,,,,,
3.91249418258667,3.324535846710205,0.5879584550857544,3,59,,,,,,
,,,3,63,7.310669422149658,6.850716590881348,0.4599519371986389,,,
,,,3,63,,,,6.358741760253906,5.7569990158081055,0.6017422676086426
9.272415161132812,8.679145812988281,0.5932689905166626,4,69,,,,,,
11.073862075805664,10.543512344360352,0.5303495526313782,4,79,,,,,,
,,,4,79,5.109435558319092,4.737595558166504,0.37184056639671326,,,
,,,4,79,,,,5.443141460418701,4.870660305023193,0.5724819302558899
4.895954608917236,4.373740196228027,0.5222142934799194,5,89,,,,,,
,,,5,95,10.533068656921387,10.136693954467773,0.39637452363967896,,,
,,,5,95,,,,4.333296775817871,3.8046138286590576,0.5286828279495239
2.4937076568603516,2.011275053024292,0.4824325144290924,6,99,,,,,,
6.045352935791016,5.601986885070801,0.4433658719062805,6,109,,,,,,
,,,6,111,6.187221050262451,5.837084770202637,0.3501359522342682,,,
,,,6,111,,,,4.0881218910217285,3.5862975120544434,0.501824676990509
3.256345510482788,2.8155250549316406,0.44082048535346985,7,119,,,,,,
,,,7,127,6.840456008911133,6.586648941040039,0.25380703806877136,,,
,,,7,127,,,,3.382483959197998,2.8988196849823,0.48366355895996094
6.106132507324219,5.6799116134643555,0.4262208044528961,8,129,,,,,,
5.947633266448975,5.492129802703857,0.45550337433815,8,139,,,,,,
,,,8,143,4.4655961990356445,4.24510383605957,0.22049231827259064,,,
,,,8,143,,,,3.539299726486206,3.1056323051452637,0.43366751074790955
2.3916759490966797,1.9598689079284668,0.43180716037750244,9,149,,,,,,
1.2434344291687012,0.9422670602798462,0.3011673390865326,9,159,,,,,,
,,,9,159,4.305911064147949,4.104137897491455,0.2017730474472046,,,
,,,9,159,,,,2.819070816040039,2.406132221221924,0.41293856501579285
3.6595311164855957,3.187774181365967,0.4717569947242737,10,169,,,,,,
,,,10,175,15.482017517089844,15.202317237854004,0.27970167994499207,,,
,,,10,175,,,,2.941606044769287,2.5201287269592285,0.4214770793914795
6.002857208251953,5.537657737731934,0.46519961953163147,11,179,,,,,,
1.3492381572723389,1.0095899105072021,0.3396482467651367,11,189,,,,,,
,,,11,191,5.9443678855896,5.79937744140625,0.1449909806251526,,,
,,,11,191,,,,4.141605377197266,3.7374138832092285,0.40419134497642517
5.629739761352539,5.3037261962890625,0.3260135352611542,12,199,,,,,,
,,,12,207,5.032439708709717,4.889641284942627,0.14279824495315552,,,
,,,12,207,,,,3.075618267059326,2.7313477993011475,0.3442705571651459
4.449580669403076,4.146175861358643,0.3034049868583679,13,209,,,,,,
5.2106122970581055,4.9131011962890625,0.2975112497806549,13,219,,,,,,
,,,13,223,3.6179184913635254,3.5284833908081055,0.08943475782871246,,,
,,,13,223,,,,3.3876891136169434,3.0442564487457275,0.3434321880340576
3.209108829498291,2.809919834136963,0.39918896555900574,14,229,,,,,,
0.21600906550884247,0.004114178940653801,0.21189488470554352,14,239,,,,,,
,,,14,239,5.9912238121032715,5.872653007507324,0.11857086420059204,,,
,,,14,239,,,,2.9483423233032227,2.578199625015259,0.3701429069042206
1.900486707687378,1.5152513980865479,0.3852352797985077,15,249,,,,,,
,,,15,255,5.192794322967529,5.086885929107666,0.10590773820877075,,,
