train_loss_step,train_concept_loss_step,train_task_loss_base_step,train_intervention_loss_step,train_task_loss_rollout_step,train_avg_interventions_step,current_horizon_step,epoch,step,val_loss,val_task_loss,val_concept_loss,train_loss_epoch,train_concept_loss_epoch,train_task_loss_base_epoch,train_intervention_loss_epoch,train_task_loss_rollout_epoch,train_avg_interventions_epoch,current_horizon_epoch
inf,0.6378830671310425,13.835175514221191,inf,28.956829071044922,2.0,2.0,0,9,,,,,,,,,,
,,,,,,,0,12,12.634085655212402,12.003620147705078,0.6304654479026794,,,,,,,
,,,,,,,0,12,,,,inf,0.6576218605041504,21.05885887145996,inf,44.245887756347656,2.0,2.0
inf,0.5863557457923889,6.956528663635254,inf,16.02495002746582,2.0,2.009999990463257,1,19,,,,,,,,,,
,,,,,,,1,25,8.758903503417969,8.182025909423828,0.5768778920173645,,,,,,,
,,,,,,,1,25,,,,inf,0.6007658839225769,10.444448471069336,inf,23.08063507080078,2.0,2.009999990463257
inf,0.5683640241622925,4.6231489181518555,inf,10.307809829711914,2.0,2.020050048828125,2,29,,,,,,,,,,
,,,,,,,2,38,8.370543479919434,7.888118743896484,0.48242464661598206,,,,,,,
,,,,,,,2,38,,,,inf,0.5363993048667908,8.245406150817871,inf,17.441726684570312,2.0,2.020050048828125
inf,0.47435134649276733,7.900690078735352,inf,16.94382095336914,2.0,2.0301501750946045,3,39,,,,,,,,,,
inf,0.38895100355148315,6.398011684417725,inf,9.910475730895996,2.0,2.0301501750946045,3,49,,,,,,,,,,
,,,,,,,3,51,9.808646202087402,9.460258483886719,0.3483869135379791,,,,,,,
,,,,,,,3,51,,,,inf,0.4156840145587921,5.845956802368164,inf,13.779754638671875,2.0,2.0301499366760254
inf,0.34052950143814087,10.463417053222656,inf,25.673030853271484,2.0,2.0403010845184326,4,59,,,,,,,,,,
,,,,,,,4,64,8.898314476013184,8.649238586425781,0.24907641112804413,,,,,,,
,,,,,,,4,64,,,,inf,0.31787344813346863,7.1667656898498535,inf,15.153128623962402,2.0,2.0403008460998535
inf,0.23643861711025238,2.7599434852600098,inf,7.395056247711182,2.0,2.0505025386810303,5,69,,,,,,,,,,
,,,,,,,5,77,7.510040283203125,7.071413040161133,0.43862712383270264,,,,,,,
,,,,,,,5,77,,,,inf,0.3199835419654846,6.204226970672607,inf,13.331440925598145,2.0,2.0505027770996094
38.2906608581543,0.43186435103416443,3.6057639122009277,10.213138580322266,3.6136183738708496,2.0,2.0607550144195557,6,79,,,,,,,,,,
inf,0.40876007080078125,5.737076759338379,inf,10.10766887664795,2.0,2.0607550144195557,6,89,,,,,,,,,,
,,,,,,,6,90,7.4119791984558105,7.019588947296143,0.39238980412483215,,,,,,,
,,,,,,,6,90,,,,inf,0.44119277596473694,6.162838459014893,inf,11.74174976348877,2.0,2.0607550144195557
inf,0.36609914898872375,4.084895133972168,inf,8.297881126403809,2.0,2.071058750152588,7,99,,,,,,,,,,
,,,,,,,7,103,7.619540691375732,7.299444198608398,0.3200967311859131,,,,,,,
,,,,,,,7,103,,,,inf,0.3696366846561432,4.146154403686523,inf,8.908648490905762,2.0,2.071058511734009
inf,0.5030708312988281,4.696335792541504,inf,9.697942733764648,2.0,2.081413984298706,8,109,,,,,,,,,,
,,,,,,,8,116,7.474361419677734,7.059635162353516,0.41472700238227844,,,,,,,
,,,,,,,8,116,,,,inf,0.3954610228538513,4.080297946929932,inf,7.599486827850342,2.0,2.081413745880127
inf,0.46701040863990784,5.843989372253418,inf,7.614184379577637,2.0,2.0918211936950684,9,119,,,,,,,,,,
inf,0.4728976786136627,13.634723663330078,inf,28.159826278686523,2.0,2.0918211936950684,9,129,,,,,,,,,,
,,,,,,,9,129,8.20290470123291,7.8823981285095215,0.32050615549087524,,,,,,,
,,,,,,,9,129,,,,inf,0.49988502264022827,3.541181802749634,inf,6.724061965942383,2.0,2.0918216705322266
inf,0.17750346660614014,2.307718276977539,inf,6.584752082824707,2.0,2.102280378341675,10,139,,,,,,,,,,
,,,,,,,10,142,9.816756248474121,9.557183265686035,0.2595718204975128,,,,,,,
,,,,,,,10,142,,,,inf,0.26164597272872925,3.554335117340088,inf,7.9623703956604,2.0,2.1022801399230957
inf,0.17149414122104645,10.609642028808594,inf,24.392528533935547,2.0,2.1127917766571045,11,149,,,,,,,,,,
,,,,,,,11,155,13.221776962280273,13.003793716430664,0.21798355877399445,,,,,,,
,,,,,,,11,155,,,,inf,0.22710217535495758,6.409851551055908,inf,13.42666244506836,2.0,2.1127915382385254
