train_c_accuracy,train_c_auc,train_c_f1,train_y_accuracy,train_y_auc,train_y_f1,train_concept_loss,train_task_loss,train_loss,loss,epoch,step,val_c_accuracy,val_c_auc,val_c_f1,val_y_accuracy,val_y_auc,val_y_f1,val_concept_loss,val_task_loss,val_loss
0.9199134111404419,0.27269238233566284,0.05128205195069313,0.8636363744735718,0.7017543911933899,0.0,0.6617728471755981,0.4720660448074341,1.1338388919830322,1.1338388919830322,0,9,,,,,,,,,
,,,,,,,,,,0,9,0.9407814145088196,0.43273916840553284,0.07612413167953491,0.8333333134651184,0.6717996597290039,0.0,0.6567323803901672,0.49710899591445923,1.1538413763046265
0.9567099809646606,0.16442595422267914,0.0,0.7727272510528564,0.8705882430076599,0.0,0.5847037434577942,0.544185996055603,1.128889799118042,1.128889799118042,1,19,,,,,,,,,
,,,,,,,,,,1,19,0.9487179517745972,0.4365728795528412,0.0,0.8333333134651184,0.5869965553283691,0.0,0.5737349390983582,0.4959419369697571,1.0696767568588257
0.8961039185523987,0.43966880440711975,0.0,0.7727272510528564,0.4117646813392639,0.0,0.4965927302837372,0.5554543137550354,1.0520470142364502,1.0520470142364502,2,29,,,,,,,,,
,,,,,,,,,,2,29,0.9487179517745972,0.4398919641971588,0.0,0.8333333134651184,0.5912188291549683,0.0,0.4454424977302551,0.509484589099884,0.9549270868301392
0.9199134111404419,0.28833693265914917,0.0,0.8636363744735718,0.719298243522644,0.0,0.36430537700653076,0.5135050415992737,0.8778104186058044,0.8778104186058044,3,39,,,,,,,,,
,,,,,,,,,,3,39,0.9487179517745972,0.4765365719795227,0.0,0.8333333134651184,0.5650023221969604,0.0,0.31548696756362915,0.5383130311965942,0.8537999391555786
0.939393937587738,0.5037593841552734,0.0,0.7272727489471436,0.5,0.0,0.24862903356552124,0.6182610392570496,0.8668900728225708,0.8668900728225708,4,49,,,,,,,,,
,,,,,,,,,,4,49,0.9487179517745972,0.5303726196289062,0.0,0.8333333134651184,0.5218971371650696,0.0,0.24590671062469482,0.5599640011787415,0.8058707118034363
0.9545454382896423,0.2300294190645218,0.08695652335882187,0.9090909361839294,0.699999988079071,0.0,0.23225125670433044,0.5141893625259399,0.7464406490325928,0.7464406490325928,5,59,,,,,,,,,
,,,,,,,,,,5,59,0.9487179517745972,0.575560986995697,0.0,0.8333333134651184,0.4642762839794159,0.0,0.23002198338508606,0.5589149594306946,0.788936972618103
0.8852813839912415,0.2649020552635193,0.23188406229019165,0.7727272510528564,0.611764669418335,0.0,0.32187461853027344,0.5766679048538208,0.8985425233840942,0.8985425233840942,6,69,,,,,,,,,
,,,,,,,,,,6,69,0.9157509207725525,0.6206077933311462,0.14932125806808472,0.8333333134651184,0.41272667050361633,0.0,0.23660731315612793,0.5438953042030334,0.7805026173591614
0.9350649118423462,0.24552157521247864,0.11764705926179886,0.9090909361839294,0.3499999940395355,0.0,0.2079954892396927,0.48126286268234253,0.689258337020874,0.689258337020874,7,79,,,,,,,,,
,,,,,,,,,,7,79,0.9151403903961182,0.6551378965377808,0.1374092996120453,0.8333333134651184,0.3663650155067444,0.0,0.24045641720294952,0.5334041118621826,0.773860514163971
0.8961039185523987,0.654321551322937,0.0,0.8181818127632141,0.3888888955116272,0.0,0.2803260087966919,0.5467806458473206,0.8271066546440125,0.8271066546440125,8,89,,,,,,,,,
,,,,,,,,,,8,89,0.9432234168052673,0.6728945970535278,0.0,0.8333333134651184,0.34103187918663025,0.0,0.23708748817443848,0.5293784737586975,0.766465961933136
0.9285714030265808,0.5486792325973511,0.0,0.8636363744735718,0.4035087823867798,0.0,0.2509479522705078,0.5007097721099854,0.7516577243804932,0.7516577243804932,9,99,,,,,,,,,
,,,,,,,,,,9,99,0.9450549483299255,0.6784091591835022,0.0,0.8333333134651184,0.3522910475730896,0.0,0.2305522859096527,0.5279083251953125,0.7584605813026428
0.8961039185523987,0.7327609062194824,0.0,0.8181818127632141,0.3055555522441864,0.0,0.2607744038105011,0.5462632179260254,0.8070375919342041,0.8070375919342041,10,109,,,,,,,,,
,,,,,,,,,,10,109,0.932844877243042,0.6714870929718018,0.0,0.8333333134651184,0.3832538425922394,0.0,0.2273901253938675,0.5227259397506714,0.7501160502433777
0.9372294545173645,0.33779290318489075,0.0,0.8636363744735718,0.6491228342056274,0.0,0.20603632926940918,0.48792874813079834,0.6939650774002075,0.6939650774002075,11,119,,,,,,,,,
,,,,,,,,,,11,119,0.920634925365448,0.6416804194450378,0.0,0.8333333134651184,0.4367348551750183,0.0,0.22668403387069702,0.5145463347434998,0.7412303686141968
0.8809523582458496,0.6151440739631653,0.035087719559669495,0.7727272510528564,0.5176470279693604,0.0,0.2749152183532715,0.5585119724273682,0.8334271907806396,0.8334271907806396,12,129,,,,,,,,,
,,,,,,,,,,12,129,0.9151403903961182,0.5792368650436401,0.014918414875864983,0.8333333134651184,0.5678996443748474,0.0,0.22641818225383759,0.5042979717254639,0.7307162284851074
0.8896104097366333,0.6485580205917358,0.072727270424366,0.7727272510528564,0.5529412031173706,0.0,0.2795026898384094,0.5493736267089844,0.8288763165473938,0.8288763165473938,13,139,,,,,,,,,
,,,,,,,,,,13,139,0.920634925365448,0.547012448310852,0.0,0.8333333134651184,0.7282604575157166,0.0,0.22657302021980286,0.4930378794670105,0.719610869884491
0.8961039185523987,0.5303952693939209,0.1111111119389534,0.8181818127632141,0.7638888955116272,0.0,0.29236602783203125,0.49270689487457275,0.785072922706604,0.785072922706604,14,149,,,,,,,,,
,,,,,,,,,,14,149,0.920634925365448,0.5345130562782288,0.02751210331916809,0.8333333134651184,0.8786045908927917,0.0,0.23212569952011108,0.4776487648487091,0.7097744345664978
0.9285714030265808,0.2023809552192688,0.0,0.8181818127632141,0.9166666865348816,0.0,0.21931356191635132,0.46068084239959717,0.6799944043159485,0.6799944043159485,15,159,,,,,,,,,
,,,,,,,,,,15,159,0.9200243949890137,0.5343695282936096,0.05271877348423004,0.8333333134651184,0.9245246648788452,0.0,0.23788146674633026,0.4638442099094391,0.7017256617546082
0.9502164721488953,0.16171380877494812,0.07999999821186066,0.9090909361839294,0.9750000238418579,0.0,0.20093706250190735,0.39974725246429443,0.6006842851638794,0.6006842851638794,16,169,,,,,,,,,
,,,,,,,,,,16,169,0.9242979288101196,0.5353683829307556,0.06449472159147263,0.8333333134651184,0.9188951253890991,0.0,0.2323005199432373,0.4615611135959625,0.6938616037368774
0.9458874464035034,0.1622115522623062,0.13793103396892548,0.8636363744735718,0.9473683834075928,0.0,0.19779327511787415,0.4167672097682953,0.6145604848861694,0.6145604848861694,17,179,,,,,,,,,
,,,,,,,,,,17,179,0.9224663972854614,0.5367162823677063,0.07258383184671402,0.8333333134651184,0.9146728515625,0.0,0.24165493249893188,0.44746050238609314,0.6891154050827026
0.9025974273681641,0.4188928008079529,0.08163265138864517,0.7727272510528564,0.9529411196708679,0.0,0.2703024744987488,0.48047542572021484,0.7507779002189636,0.7507779002189636,18,189,,,,,,,,,
,,,,,,,,,,18,189,0.9236873984336853,0.54026198387146,0.07238159328699112,0.8333333134651184,0.9090433120727539,0.0,0.23602783679962158,0.44739073514938354,0.6834185123443604
0.8896104097366333,0.5798062682151794,0.190476194024086,0.7272727489471436,0.9479166269302368,0.0,0.3038371801376343,0.5037330985069275,0.8075702786445618,0.8075702786445618,19,199,,,,,,,,,
,,,,,,,,,,19,199,0.920634925365448,0.5433599948883057,0.08481810986995697,0.8333333134651184,0.9010404944419861,0.0,0.24141070246696472,0.4376552700996399,0.6790659427642822
0.9069263935089111,0.38112640380859375,0.1568627506494522,0.8636363744735718,0.9824562072753906,0.0,0.23891416192054749,0.3941013514995575,0.633015513420105,0.633015513420105,20,209,,,,,,,,,
,,,,,,,,,,20,209,0.9218559265136719,0.5464710593223572,0.06996374577283859,0.8333333134651184,0.8925961256027222,0.0,0.24117077887058258,0.43327751755714417,0.6744482517242432
0.9437229633331299,0.3563492000102997,0.0,0.9090909361839294,1.0,0.0,0.21447812020778656,0.35343876481056213,0.5679168701171875,0.5679168701171875,21,219,,,,,,,,,
,,,,,,,,,,21,219,0.9188033938407898,0.5462802052497864,0.0955347865819931,0.8333333134651184,0.8728924989700317,0.0,0.2460688054561615,0.4257669746875763,0.6718357801437378
0.8982684016227722,0.4287441372871399,0.145454540848732,0.9090909361839294,1.0,0.0,0.29125726222991943,0.34618690609931946,0.6374441385269165,0.6374441385269165,22,229,,,,,,,,,
,,,,,,,,,,22,229,0.916361391544342,0.5467875003814697,0.09285515546798706,0.8333333134651184,0.8658555746078491,0.0,0.24798133969306946,0.42035338282585144,0.6683346629142761
0.9134199023246765,0.4416905343532562,0.20000000298023224,0.8636363744735718,0.9824562072753906,0.0,0.23573382198810577,0.3616974651813507,0.5974313020706177,0.5974313020706177,23,239,,,,,,,,,
,,,,,,,,,,23,239,0.9114773869514465,0.5483535528182983,0.10134446620941162,0.8333333134651184,0.8648898601531982,0.0,0.25353747606277466,0.41214630007743835,0.6656838059425354
0.9415584206581116,0.004051796160638332,0.0,0.9090909361839294,0.9500000476837158,0.0,0.17402787506580353,0.3281196355819702,0.5021474957466125,0.5021474957466125,24,249,,,,,,,,,
,,,,,,,,,,24,249,0.9157509207725525,0.5480865836143494,0.10580724477767944,0.8333333134651184,0.86629718542099,0.0,0.2485101968050003,0.412211149930954,0.6607213020324707
0.911255419254303,0.6614301800727844,0.4057970941066742,0.8181818127632141,1.0,0.0,0.2682725787162781,0.39214465022087097,0.6604171991348267,0.6604171991348267,25,259,,,,,,,,,
,,,,,,,,,,25,259,0.9151403903961182,0.549758791923523,0.11834926903247833,0.8333333134651184,0.8578527569770813,0.0,0.24980540573596954,0.4075763523578644,0.6573817133903503
0.9285714030265808,0.39145877957344055,0.1538461595773697,0.8636363744735718,1.0,0.0,0.21811369061470032,0.3368985652923584,0.5550122261047363,0.5550122261047363,26,269,,,,,,,,,
,,,,,,,,,,26,269,0.9126983880996704,0.5508463978767395,0.12151067703962326,0.8333333134651184,0.8578528165817261,0.0,0.2538602352142334,0.3998355269432068,0.6536957621574402
0.9004328846931458,0.18240846693515778,0.0,0.7272727489471436,1.0,0.0,0.255677729845047,0.4632168114185333,0.7188945412635803,0.7188945412635803,27,279,,,,,,,,,
,,,,,,,,,,27,279,0.9126983880996704,0.5504366755485535,0.12154832482337952,0.8333333134651184,0.853630542755127,0.0,0.25430721044540405,0.3954566419124603,0.649763822555542
0.8831169009208679,0.584775984287262,0.3076923191547394,0.7272727489471436,1.0,0.0,0.33321940898895264,0.44856899976730347,0.7817884087562561,0.7817884087562561,28,289,,,,,,,,,
,,,,,,,,,,28,289,0.9078144431114197,0.5480348467826843,0.1278320997953415,0.8333333134651184,0.8536306619644165,0.0,0.2592242360115051,0.38923951983451843,0.648463785648346
0.8917748928070068,0.3554355204105377,0.0,0.8181818127632141,1.0,0.0,0.294568806886673,0.34626248478889465,0.6408312916755676,0.6408312916755676,29,299,,,,,,,,,
,,,,,,,,,,29,299,0.9120878577232361,0.5538595914840698,0.13337458670139313,0.8333333134651184,0.8536306619644165,0.0,0.25240805745124817,0.38736656308174133,0.6397746801376343
0.9199134111404419,0.47482991218566895,0.27450981736183167,0.7727272510528564,1.0,0.0,0.23944374918937683,0.39766043424606323,0.6371041536331177,0.6371041536331177,30,309,,,,,,,,,
,,,,,,,,,,30,309,0.9090353846549988,0.5501747131347656,0.12945212423801422,0.8333333134651184,0.8465937376022339,0.0,0.25689077377319336,0.3814166486263275,0.6383073925971985
0.9047619104385376,0.641847550868988,0.3529411852359772,0.7272727489471436,1.0,0.0,0.27647942304611206,0.4090622067451477,0.6855416297912598,0.6855416297912598,31,319,,,,,,,,,
,,,,,,,,,,31,319,0.8998779058456421,0.5458663702011108,0.11900380998849869,0.8333333134651184,0.8465936183929443,0.0,0.264567106962204,0.3728626072406769,0.6374297142028809
0.9307359457015991,0.1463380604982376,0.15789473056793213,0.8636363744735718,1.0,0.0,0.23834797739982605,0.29826176166534424,0.5366097688674927,0.5366097688674927,32,329,,,,,,,,,
,,,,,,,,,,32,329,0.9053724408149719,0.5471307635307312,0.13661006093025208,0.8333333134651184,0.8480010628700256,0.0,0.262749046087265,0.3697551190853119,0.6325041651725769
